DateKey,Date,Year,QuarterName,QuarterNumber,MonthNumber,MonthName,DayOfMonth,DayName,WeekOfYear,IsWeekend,CalendarYearQuarter
20240723,2024-07-23,2024,Summer,3,7,July,23,Tuesday,30,No,2024 Summer
20240724,2024-07-24,2024,Summer,3,7,July,24,Wednesday,30,No,2024 Summer
20240725,2024-07-25,2024,Summer,3,7,July,25,Thursday,30,No,2024 Summer
20240726,2024-07-26,2024,Summer,3,7,July,26,Friday,30,No,2024 Summer
20240727,2024-07-27,2024,Summer,3,7,July,27,Saturday,30,Yes,2024 Summer
20240728,2024-07-28,2024,Summer,3,7,July,28,Sunday,30,Yes,2024 Summer
20240729,2024-07-29,2024,Summer,3,7,July,29,Monday,31,No,2024 Summer
20240730,2024-07-30,2024,Summer,3,7,July,30,Tuesday,31,No,2024 Summer
20240731,2024-07-31,2024,Summer,3,7,July,31,Wednesday,31,No,2024 Summer
20240801,2024-08-01,2024,Summer,3,8,August,1,Thursday,31,No,2024 Summer
20240802,2024-08-02,2024,Summer,3,8,August,2,Friday,31,No,2024 Summer
20240803,2024-08-03,2024,Summer,3,8,August,3,Saturday,31,Yes,2024 Summer
20240804,2024-08-04,2024,Summer,3,8,August,4,Sunday,31,Yes,2024 Summer
20240805,2024-08-05,2024,Summer,3,8,August,5,Monday,32,No,2024 Summer
20240806,2024-08-06,2024,Summer,3,8,August,6,Tuesday,32,No,2024 Summer
20240807,2024-08-07,2024,Summer,3,8,August,7,Wednesday,32,No,2024 Summer
20240808,2024-08-08,2024,Summer,3,8,August,8,Thursday,32,No,2024 Summer
20240809,2024-08-09,2024,Summer,3,8,August,9,Friday,32,No,2024 Summer
20240810,2024-08-10,2024,Summer,3,8,August,10,Saturday,32,Yes,2024 Summer
20240811,2024-08-11,2024,Summer,3,8,August,11,Sunday,32,Yes,2024 Summer
20240812,2024-08-12,2024,Summer,3,8,August,12,Monday,33,No,2024 Summer
20240813,2024-08-13,2024,Summer,3,8,August,13,Tuesday,33,No,2024 Summer
20240814,2024-08-14,2024,Summer,3,8,August,14,Wednesday,33,No,2024 Summer
20240815,2024-08-15,2024,Summer,3,8,August,15,Thursday,33,No,2024 Summer
20240816,2024-08-16,2024,Summer,3,8,August,16,Friday,33,No,2024 Summer
20240817,2024-08-17,2024,Summer,3,8,August,17,Saturday,33,Yes,2024 Summer
20240818,2024-08-18,2024,Summer,3,8,August,18,Sunday,33,Yes,2024 Summer
20240819,2024-08-19,2024,Summer,3,8,August,19,Monday,34,No,2024 Summer
20240820,2024-08-20,2024,Summer,3,8,August,20,Tuesday,34,No,2024 Summer
20240821,2024-08-21,2024,Summer,3,8,August,21,Wednesday,34,No,2024 Summer
20240822,2024-08-22,2024,Summer,3,8,August,22,Thursday,34,No,2024 Summer
20240823,2024-08-23,2024,Summer,3,8,August,23,Friday,34,No,2024 Summer
20240824,2024-08-24,2024,Summer,3,8,August,24,Saturday,34,Yes,2024 Summer
20240825,2024-08-25,2024,Summer,3,8,August,25,Sunday,34,Yes,2024 Summer
20240826,2024-08-26,2024,Summer,3,8,August,26,Monday,35,No,2024 Summer
20240827,2024-08-27,2024,Summer,3,8,August,27,Tuesday,35,No,2024 Summer
20240828,2024-08-28,2024,Summer,3,8,August,28,Wednesday,35,No,2024 Summer
20240829,2024-08-29,2024,Summer,3,8,August,29,Thursday,35,No,2024 Summer
20240830,2024-08-30,2024,Summer,3,8,August,30,Friday,35,No,2024 Summer
20240831,2024-08-31,2024,Summer,3,8,August,31,Saturday,35,Yes,2024 Summer
20240901,2024-09-01,2024,Summer,3,9,September,1,Sunday,35,Yes,2024 Summer
20240902,2024-09-02,2024,Summer,3,9,September,2,Monday,36,No,2024 Summer
20240903,2024-09-03,2024,Summer,3,9,September,3,Tuesday,36,No,2024 Summer
20240904,2024-09-04,2024,Summer,3,9,September,4,Wednesday,36,No,2024 Summer
20240905,2024-09-05,2024,Summer,3,9,September,5,Thursday,36,No,2024 Summer
20240906,2024-09-06,2024,Summer,3,9,September,6,Friday,36,No,2024 Summer
20240907,2024-09-07,2024,Summer,3,9,September,7,Saturday,36,Yes,2024 Summer
20240908,2024-09-08,2024,Summer,3,9,September,8,Sunday,36,Yes,2024 Summer
20240909,2024-09-09,2024,Summer,3,9,September,9,Monday,37,No,2024 Summer
20240910,2024-09-10,2024,Summer,3,9,September,10,Tuesday,37,No,2024 Summer
20240911,2024-09-11,2024,Summer,3,9,September,11,Wednesday,37,No,2024 Summer
20240912,2024-09-12,2024,Summer,3,9,September,12,Thursday,37,No,2024 Summer
20240913,2024-09-13,2024,Summer,3,9,September,13,Friday,37,No,2024 Summer
20240914,2024-09-14,2024,Summer,3,9,September,14,Saturday,37,Yes,2024 Summer
20240915,2024-09-15,2024,Summer,3,9,September,15,Sunday,37,Yes,2024 Summer
20240916,2024-09-16,2024,Summer,3,9,September,16,Monday,38,No,2024 Summer
20240917,2024-09-17,2024,Summer,3,9,September,17,Tuesday,38,No,2024 Summer
20240918,2024-09-18,2024,Summer,3,9,September,18,Wednesday,38,No,2024 Summer
20240919,2024-09-19,2024,Summer,3,9,September,19,Thursday,38,No,2024 Summer
20240920,2024-09-20,2024,Summer,3,9,September,20,Friday,38,No,2024 Summer
20240921,2024-09-21,2024,Summer,3,9,September,21,Saturday,38,Yes,2024 Summer
20240922,2024-09-22,2024,Summer,3,9,September,22,Sunday,38,Yes,2024 Summer
20240923,2024-09-23,2024,Summer,3,9,September,23,Monday,39,No,2024 Summer
20240924,2024-09-24,2024,Summer,3,9,September,24,Tuesday,39,No,2024 Summer
20240925,2024-09-25,2024,Summer,3,9,September,25,Wednesday,39,No,2024 Summer
20240926,2024-09-26,2024,Summer,3,9,September,26,Thursday,39,No,2024 Summer
20240927,2024-09-27,2024,Summer,3,9,September,27,Friday,39,No,2024 Summer
20240928,2024-09-28,2024,Summer,3,9,September,28,Saturday,39,Yes,2024 Summer
20240929,2024-09-29,2024,Summer,3,9,September,29,Sunday,39,Yes,2024 Summer
20240930,2024-09-30,2024,Summer,3,9,September,30,Monday,40,No,2024 Summer
20241001,2024-10-01,2024,Fall,4,10,October,1,Tuesday,40,No,2024 Fall
20241002,2024-10-02,2024,Fall,4,10,October,2,Wednesday,40,No,2024 Fall
20241003,2024-10-03,2024,Fall,4,10,October,3,Thursday,40,No,2024 Fall
20241004,2024-10-04,2024,Fall,4,10,October,4,Friday,40,No,2024 Fall
20241005,2024-10-05,2024,Fall,4,10,October,5,Saturday,40,Yes,2024 Fall
20241006,2024-10-06,2024,Fall,4,10,October,6,Sunday,40,Yes,2024 Fall
20241007,2024-10-07,2024,Fall,4,10,October,7,Monday,41,No,2024 Fall
20241008,2024-10-08,2024,Fall,4,10,October,8,Tuesday,41,No,2024 Fall
20241009,2024-10-09,2024,Fall,4,10,October,9,Wednesday,41,No,2024 Fall
20241010,2024-10-10,2024,Fall,4,10,October,10,Thursday,41,No,2024 Fall
20241011,2024-10-11,2024,Fall,4,10,October,11,Friday,41,No,2024 Fall
20241012,2024-10-12,2024,Fall,4,10,October,12,Saturday,41,Yes,2024 Fall
20241013,2024-10-13,2024,Fall,4,10,October,13,Sunday,41,Yes,2024 Fall
20241014,2024-10-14,2024,Fall,4,10,October,14,Monday,42,No,2024 Fall
20241015,2024-10-15,2024,Fall,4,10,October,15,Tuesday,42,No,2024 Fall
20241016,2024-10-16,2024,Fall,4,10,October,16,Wednesday,42,No,2024 Fall
20241017,2024-10-17,2024,Fall,4,10,October,17,Thursday,42,No,2024 Fall
20241018,2024-10-18,2024,Fall,4,10,October,18,Friday,42,No,2024 Fall
20241019,2024-10-19,2024,Fall,4,10,October,19,Saturday,42,Yes,2024 Fall
20241020,2024-10-20,2024,Fall,4,10,October,20,Sunday,42,Yes,2024 Fall
20241021,2024-10-21,2024,Fall,4,10,October,21,Monday,43,No,2024 Fall
20241022,2024-10-22,2024,Fall,4,10,October,22,Tuesday,43,No,2024 Fall
20241023,2024-10-23,2024,Fall,4,10,October,23,Wednesday,43,No,2024 Fall
20241024,2024-10-24,2024,Fall,4,10,October,24,Thursday,43,No,2024 Fall
20241025,2024-10-25,2024,Fall,4,10,October,25,Friday,43,No,2024 Fall
20241026,2024-10-26,2024,Fall,4,10,October,26,Saturday,43,Yes,2024 Fall
20241027,2024-10-27,2024,Fall,4,10,October,27,Sunday,43,Yes,2024 Fall
20241028,2024-10-28,2024,Fall,4,10,October,28,Monday,44,No,2024 Fall
20241029,2024-10-29,2024,Fall,4,10,October,29,Tuesday,44,No,2024 Fall
20241030,2024-10-30,2024,Fall,4,10,October,30,Wednesday,44,No,2024 Fall
20241031,2024-10-31,2024,Fall,4,10,October,31,Thursday,44,No,2024 Fall
20241101,2024-11-01,2024,Fall,4,11,November,1,Friday,44,No,2024 Fall
20241102,2024-11-02,2024,Fall,4,11,November,2,Saturday,44,Yes,2024 Fall
20241103,2024-11-03,2024,Fall,4,11,November,3,Sunday,44,Yes,2024 Fall
20241104,2024-11-04,2024,Fall,4,11,November,4,Monday,45,No,2024 Fall
20241105,2024-11-05,2024,Fall,4,11,November,5,Tuesday,45,No,2024 Fall
20241106,2024-11-06,2024,Fall,4,11,November,6,Wednesday,45,No,2024 Fall
20241107,2024-11-07,2024,Fall,4,11,November,7,Thursday,45,No,2024 Fall
20241108,2024-11-08,2024,Fall,4,11,November,8,Friday,45,No,2024 Fall
20241109,2024-11-09,2024,Fall,4,11,November,9,Saturday,45,Yes,2024 Fall
20241110,2024-11-10,2024,Fall,4,11,November,10,Sunday,45,Yes,2024 Fall
20241111,2024-11-11,2024,Fall,4,11,November,11,Monday,46,No,2024 Fall
20241112,2024-11-12,2024,Fall,4,11,November,12,Tuesday,46,No,2024 Fall
20241113,2024-11-13,2024,Fall,4,11,November,13,Wednesday,46,No,2024 Fall
20241114,2024-11-14,2024,Fall,4,11,November,14,Thursday,46,No,2024 Fall
20241115,2024-11-15,2024,Fall,4,11,November,15,Friday,46,No,2024 Fall
20241116,2024-11-16,2024,Fall,4,11,November,16,Saturday,46,Yes,2024 Fall
20241117,2024-11-17,2024,Fall,4,11,November,17,Sunday,46,Yes,2024 Fall
20241118,2024-11-18,2024,Fall,4,11,November,18,Monday,47,No,2024 Fall
20241119,2024-11-19,2024,Fall,4,11,November,19,Tuesday,47,No,2024 Fall
20241120,2024-11-20,2024,Fall,4,11,November,20,Wednesday,47,No,2024 Fall
20241121,2024-11-21,2024,Fall,4,11,November,21,Thursday,47,No,2024 Fall
20241122,2024-11-22,2024,Fall,4,11,November,22,Friday,47,No,2024 Fall
20241123,2024-11-23,2024,Fall,4,11,November,23,Saturday,47,Yes,2024 Fall
20241124,2024-11-24,2024,Fall,4,11,November,24,Sunday,47,Yes,2024 Fall
20241125,2024-11-25,2024,Fall,4,11,November,25,Monday,48,No,2024 Fall
20241126,2024-11-26,2024,Fall,4,11,November,26,Tuesday,48,No,2024 Fall
20241127,2024-11-27,2024,Fall,4,11,November,27,Wednesday,48,No,2024 Fall
20241128,2024-11-28,2024,Fall,4,11,November,28,Thursday,48,No,2024 Fall
20241129,2024-11-29,2024,Fall,4,11,November,29,Friday,48,No,2024 Fall
20241130,2024-11-30,2024,Fall,4,11,November,30,Saturday,48,Yes,2024 Fall
20241201,2024-12-01,2024,Fall,4,12,December,1,Sunday,48,Yes,2024 Fall
20241202,2024-12-02,2024,Fall,4,12,December,2,Monday,49,No,2024 Fall
20241203,2024-12-03,2024,Fall,4,12,December,3,Tuesday,49,No,2024 Fall
20241204,2024-12-04,2024,Fall,4,12,December,4,Wednesday,49,No,2024 Fall
20241205,2024-12-05,2024,Fall,4,12,December,5,Thursday,49,No,2024 Fall
20241206,2024-12-06,2024,Fall,4,12,December,6,Friday,49,No,2024 Fall
20241207,2024-12-07,2024,Fall,4,12,December,7,Saturday,49,Yes,2024 Fall
20241208,2024-12-08,2024,Fall,4,12,December,8,Sunday,49,Yes,2024 Fall
20241209,2024-12-09,2024,Fall,4,12,December,9,Monday,50,No,2024 Fall
20241210,2024-12-10,2024,Fall,4,12,December,10,Tuesday,50,No,2024 Fall
20241211,2024-12-11,2024,Fall,4,12,December,11,Wednesday,50,No,2024 Fall
20241212,2024-12-12,2024,Fall,4,12,December,12,Thursday,50,No,2024 Fall
20241213,2024-12-13,2024,Fall,4,12,December,13,Friday,50,No,2024 Fall
20241214,2024-12-14,2024,Fall,4,12,December,14,Saturday,50,Yes,2024 Fall
20241215,2024-12-15,2024,Fall,4,12,December,15,Sunday,50,Yes,2024 Fall
20241216,2024-12-16,2024,Fall,4,12,December,16,Monday,51,No,2024 Fall
20241217,2024-12-17,2024,Fall,4,12,December,17,Tuesday,51,No,2024 Fall
20241218,2024-12-18,2024,Fall,4,12,December,18,Wednesday,51,No,2024 Fall
20241219,2024-12-19,2024,Fall,4,12,December,19,Thursday,51,No,2024 Fall
20241220,2024-12-20,2024,Fall,4,12,December,20,Friday,51,No,2024 Fall
20241221,2024-12-21,2024,Fall,4,12,December,21,Saturday,51,Yes,2024 Fall
20241222,2024-12-22,2024,Fall,4,12,December,22,Sunday,51,Yes,2024 Fall
20241223,2024-12-23,2024,Fall,4,12,December,23,Monday,52,No,2024 Fall
20241224,2024-12-24,2024,Fall,4,12,December,24,Tuesday,52,No,2024 Fall
20241225,2024-12-25,2024,Fall,4,12,December,25,Wednesday,52,No,2024 Fall
20241226,2024-12-26,2024,Fall,4,12,December,26,Thursday,52,No,2024 Fall
20241227,2024-12-27,2024,Fall,4,12,December,27,Friday,52,No,2024 Fall
20241228,2024-12-28,2024,Fall,4,12,December,28,Saturday,52,Yes,2024 Fall
20241229,2024-12-29,2024,Fall,4,12,December,29,Sunday,52,Yes,2024 Fall
20241230,2024-12-30,2024,Fall,4,12,December,30,Monday,1,No,2024 Fall
20241231,2024-12-31,2024,Fall,4,12,December,31,Tuesday,1,No,2024 Fall
20250101,2025-01-01,2025,Winter,1,1,January,1,Wednesday,1,No,2025 Winter
20250102,2025-01-02,2025,Winter,1,1,January,2,Thursday,1,No,2025 Winter
20250103,2025-01-03,2025,Winter,1,1,January,3,Friday,1,No,2025 Winter
20250104,2025-01-04,2025,Winter,1,1,January,4,Saturday,1,Yes,2025 Winter
20250105,2025-01-05,2025,Winter,1,1,January,5,Sunday,1,Yes,2025 Winter
20250106,2025-01-06,2025,Winter,1,1,January,6,Monday,2,No,2025 Winter
20250107,2025-01-07,2025,Winter,1,1,January,7,Tuesday,2,No,2025 Winter
20250108,2025-01-08,2025,Winter,1,1,January,8,Wednesday,2,No,2025 Winter
20250109,2025-01-09,2025,Winter,1,1,January,9,Thursday,2,No,2025 Winter
20250110,2025-01-10,2025,Winter,1,1,January,10,Friday,2,No,2025 Winter
20250111,2025-01-11,2025,Winter,1,1,January,11,Saturday,2,Yes,2025 Winter
20250112,2025-01-12,2025,Winter,1,1,January,12,Sunday,2,Yes,2025 Winter
20250113,2025-01-13,2025,Winter,1,1,January,13,Monday,3,No,2025 Winter
20250114,2025-01-14,2025,Winter,1,1,January,14,Tuesday,3,No,2025 Winter
20250115,2025-01-15,2025,Winter,1,1,January,15,Wednesday,3,No,2025 Winter
20250116,2025-01-16,2025,Winter,1,1,January,16,Thursday,3,No,2025 Winter
20250117,2025-01-17,2025,Winter,1,1,January,17,Friday,3,No,2025 Winter
20250118,2025-01-18,2025,Winter,1,1,January,18,Saturday,3,Yes,2025 Winter
20250119,2025-01-19,2025,Winter,1,1,January,19,Sunday,3,Yes,2025 Winter
20250120,2025-01-20,2025,Winter,1,1,January,20,Monday,4,No,2025 Winter
20250121,2025-01-21,2025,Winter,1,1,January,21,Tuesday,4,No,2025 Winter
20250122,2025-01-22,2025,Winter,1,1,January,22,Wednesday,4,No,2025 Winter
20250123,2025-01-23,2025,Winter,1,1,January,23,Thursday,4,No,2025 Winter
20250124,2025-01-24,2025,Winter,1,1,January,24,Friday,4,No,2025 Winter
20250125,2025-01-25,2025,Winter,1,1,January,25,Saturday,4,Yes,2025 Winter
20250126,2025-01-26,2025,Winter,1,1,January,26,Sunday,4,Yes,2025 Winter
20250127,2025-01-27,2025,Winter,1,1,January,27,Monday,5,No,2025 Winter
20250128,2025-01-28,2025,Winter,1,1,January,28,Tuesday,5,No,2025 Winter
20250129,2025-01-29,2025,Winter,1,1,January,29,Wednesday,5,No,2025 Winter
20250130,2025-01-30,2025,Winter,1,1,January,30,Thursday,5,No,2025 Winter
20250131,2025-01-31,2025,Winter,1,1,January,31,Friday,5,No,2025 Winter
20250201,2025-02-01,2025,Winter,1,2,February,1,Saturday,5,Yes,2025 Winter
20250202,2025-02-02,2025,Winter,1,2,February,2,Sunday,5,Yes,2025 Winter
20250203,2025-02-03,2025,Winter,1,2,February,3,Monday,6,No,2025 Winter
20250204,2025-02-04,2025,Winter,1,2,February,4,Tuesday,6,No,2025 Winter
20250205,2025-02-05,2025,Winter,1,2,February,5,Wednesday,6,No,2025 Winter
20250206,2025-02-06,2025,Winter,1,2,February,6,Thursday,6,No,2025 Winter
20250207,2025-02-07,2025,Winter,1,2,February,7,Friday,6,No,2025 Winter
20250208,2025-02-08,2025,Winter,1,2,February,8,Saturday,6,Yes,2025 Winter
20250209,2025-02-09,2025,Winter,1,2,February,9,Sunday,6,Yes,2025 Winter
20250210,2025-02-10,2025,Winter,1,2,February,10,Monday,7,No,2025 Winter
20250211,2025-02-11,2025,Winter,1,2,February,11,Tuesday,7,No,2025 Winter
20250212,2025-02-12,2025,Winter,1,2,February,12,Wednesday,7,No,2025 Winter
20250213,2025-02-13,2025,Winter,1,2,February,13,Thursday,7,No,2025 Winter
20250214,2025-02-14,2025,Winter,1,2,February,14,Friday,7,No,2025 Winter
20250215,2025-02-15,2025,Winter,1,2,February,15,Saturday,7,Yes,2025 Winter
20250216,2025-02-16,2025,Winter,1,2,February,16,Sunday,7,Yes,2025 Winter
20250217,2025-02-17,2025,Winter,1,2,February,17,Monday,8,No,2025 Winter
20250218,2025-02-18,2025,Winter,1,2,February,18,Tuesday,8,No,2025 Winter
20250219,2025-02-19,2025,Winter,1,2,February,19,Wednesday,8,No,2025 Winter
20250220,2025-02-20,2025,Winter,1,2,February,20,Thursday,8,No,2025 Winter
20250221,2025-02-21,2025,Winter,1,2,February,21,Friday,8,No,2025 Winter
20250222,2025-02-22,2025,Winter,1,2,February,22,Saturday,8,Yes,2025 Winter
20250223,2025-02-23,2025,Winter,1,2,February,23,Sunday,8,Yes,2025 Winter
20250224,2025-02-24,2025,Winter,1,2,February,24,Monday,9,No,2025 Winter
20250225,2025-02-25,2025,Winter,1,2,February,25,Tuesday,9,No,2025 Winter
20250226,2025-02-26,2025,Winter,1,2,February,26,Wednesday,9,No,2025 Winter
20250227,2025-02-27,2025,Winter,1,2,February,27,Thursday,9,No,2025 Winter
20250228,2025-02-28,2025,Winter,1,2,February,28,Friday,9,No,2025 Winter
20250301,2025-03-01,2025,Winter,1,3,March,1,Saturday,9,Yes,2025 Winter
20250302,2025-03-02,2025,Winter,1,3,March,2,Sunday,9,Yes,2025 Winter
20250303,2025-03-03,2025,Winter,1,3,March,3,Monday,10,No,2025 Winter
20250304,2025-03-04,2025,Winter,1,3,March,4,Tuesday,10,No,2025 Winter
20250305,2025-03-05,2025,Winter,1,3,March,5,Wednesday,10,No,2025 Winter
20250306,2025-03-06,2025,Winter,1,3,March,6,Thursday,10,No,2025 Winter
20250307,2025-03-07,2025,Winter,1,3,March,7,Friday,10,No,2025 Winter
20250308,2025-03-08,2025,Winter,1,3,March,8,Saturday,10,Yes,2025 Winter
20250309,2025-03-09,2025,Winter,1,3,March,9,Sunday,10,Yes,2025 Winter
20250310,2025-03-10,2025,Winter,1,3,March,10,Monday,11,No,2025 Winter
20250311,2025-03-11,2025,Winter,1,3,March,11,Tuesday,11,No,2025 Winter
20250312,2025-03-12,2025,Winter,1,3,March,12,Wednesday,11,No,2025 Winter
20250313,2025-03-13,2025,Winter,1,3,March,13,Thursday,11,No,2025 Winter
20250314,2025-03-14,2025,Winter,1,3,March,14,Friday,11,No,2025 Winter
20250315,2025-03-15,2025,Winter,1,3,March,15,Saturday,11,Yes,2025 Winter
20250316,2025-03-16,2025,Winter,1,3,March,16,Sunday,11,Yes,2025 Winter
20250317,2025-03-17,2025,Winter,1,3,March,17,Monday,12,No,2025 Winter
20250318,2025-03-18,2025,Winter,1,3,March,18,Tuesday,12,No,2025 Winter
20250319,2025-03-19,2025,Winter,1,3,March,19,Wednesday,12,No,2025 Winter
20250320,2025-03-20,2025,Winter,1,3,March,20,Thursday,12,No,2025 Winter
20250321,2025-03-21,2025,Winter,1,3,March,21,Friday,12,No,2025 Winter
20250322,2025-03-22,2025,Winter,1,3,March,22,Saturday,12,Yes,2025 Winter
20250323,2025-03-23,2025,Winter,1,3,March,23,Sunday,12,Yes,2025 Winter
20250324,2025-03-24,2025,Winter,1,3,March,24,Monday,13,No,2025 Winter
20250325,2025-03-25,2025,Winter,1,3,March,25,Tuesday,13,No,2025 Winter
20250326,2025-03-26,2025,Winter,1,3,March,26,Wednesday,13,No,2025 Winter
20250327,2025-03-27,2025,Winter,1,3,March,27,Thursday,13,No,2025 Winter
20250328,2025-03-28,2025,Winter,1,3,March,28,Friday,13,No,2025 Winter
20250329,2025-03-29,2025,Winter,1,3,March,29,Saturday,13,Yes,2025 Winter
20250330,2025-03-30,2025,Winter,1,3,March,30,Sunday,13,Yes,2025 Winter
20250331,2025-03-31,2025,Winter,1,3,March,31,Monday,14,No,2025 Winter
20250401,2025-04-01,2025,Spring,2,4,April,1,Tuesday,14,No,2025 Spring
20250402,2025-04-02,2025,Spring,2,4,April,2,Wednesday,14,No,2025 Spring
20250403,2025-04-03,2025,Spring,2,4,April,3,Thursday,14,No,2025 Spring
20250404,2025-04-04,2025,Spring,2,4,April,4,Friday,14,No,2025 Spring
20250405,2025-04-05,2025,Spring,2,4,April,5,Saturday,14,Yes,2025 Spring
20250406,2025-04-06,2025,Spring,2,4,April,6,Sunday,14,Yes,2025 Spring
20250407,2025-04-07,2025,Spring,2,4,April,7,Monday,15,No,2025 Spring
20250408,2025-04-08,2025,Spring,2,4,April,8,Tuesday,15,No,2025 Spring
20250409,2025-04-09,2025,Spring,2,4,April,9,Wednesday,15,No,2025 Spring
20250410,2025-04-10,2025,Spring,2,4,April,10,Thursday,15,No,2025 Spring
20250411,2025-04-11,2025,Spring,2,4,April,11,Friday,15,No,2025 Spring
20250412,2025-04-12,2025,Spring,2,4,April,12,Saturday,15,Yes,2025 Spring
20250413,2025-04-13,2025,Spring,2,4,April,13,Sunday,15,Yes,2025 Spring
20250414,2025-04-14,2025,Spring,2,4,April,14,Monday,16,No,2025 Spring
20250415,2025-04-15,2025,Spring,2,4,April,15,Tuesday,16,No,2025 Spring
20250416,2025-04-16,2025,Spring,2,4,April,16,Wednesday,16,No,2025 Spring
20250417,2025-04-17,2025,Spring,2,4,April,17,Thursday,16,No,2025 Spring
20250418,2025-04-18,2025,Spring,2,4,April,18,Friday,16,No,2025 Spring
20250419,2025-04-19,2025,Spring,2,4,April,19,Saturday,16,Yes,2025 Spring
20250420,2025-04-20,2025,Spring,2,4,April,20,Sunday,16,Yes,2025 Spring
20250421,2025-04-21,2025,Spring,2,4,April,21,Monday,17,No,2025 Spring
20250422,2025-04-22,2025,Spring,2,4,April,22,Tuesday,17,No,2025 Spring
20250423,2025-04-23,2025,Spring,2,4,April,23,Wednesday,17,No,2025 Spring
20250424,2025-04-24,2025,Spring,2,4,April,24,Thursday,17,No,2025 Spring
20250425,2025-04-25,2025,Spring,2,4,April,25,Friday,17,No,2025 Spring
20250426,2025-04-26,2025,Spring,2,4,April,26,Saturday,17,Yes,2025 Spring
20250427,2025-04-27,2025,Spring,2,4,April,27,Sunday,17,Yes,2025 Spring
20250428,2025-04-28,2025,Spring,2,4,April,28,Monday,18,No,2025 Spring
20250429,2025-04-29,2025,Spring,2,4,April,29,Tuesday,18,No,2025 Spring
20250430,2025-04-30,2025,Spring,2,4,April,30,Wednesday,18,No,2025 Spring
20250501,2025-05-01,2025,Spring,2,5,May,1,Thursday,18,No,2025 Spring
20250502,2025-05-02,2025,Spring,2,5,May,2,Friday,18,No,2025 Spring
20250503,2025-05-03,2025,Spring,2,5,May,3,Saturday,18,Yes,2025 Spring
20250504,2025-05-04,2025,Spring,2,5,May,4,Sunday,18,Yes,2025 Spring
20250505,2025-05-05,2025,Spring,2,5,May,5,Monday,19,No,2025 Spring
20250506,2025-05-06,2025,Spring,2,5,May,6,Tuesday,19,No,2025 Spring
20250507,2025-05-07,2025,Spring,2,5,May,7,Wednesday,19,No,2025 Spring
20250508,2025-05-08,2025,Spring,2,5,May,8,Thursday,19,No,2025 Spring
20250509,2025-05-09,2025,Spring,2,5,May,9,Friday,19,No,2025 Spring
20250510,2025-05-10,2025,Spring,2,5,May,10,Saturday,19,Yes,2025 Spring
20250511,2025-05-11,2025,Spring,2,5,May,11,Sunday,19,Yes,2025 Spring
20250512,2025-05-12,2025,Spring,2,5,May,12,Monday,20,No,2025 Spring
20250513,2025-05-13,2025,Spring,2,5,May,13,Tuesday,20,No,2025 Spring
20250514,2025-05-14,2025,Spring,2,5,May,14,Wednesday,20,No,2025 Spring
20250515,2025-05-15,2025,Spring,2,5,May,15,Thursday,20,No,2025 Spring
20250516,2025-05-16,2025,Spring,2,5,May,16,Friday,20,No,2025 Spring
20250517,2025-05-17,2025,Spring,2,5,May,17,Saturday,20,Yes,2025 Spring
20250518,2025-05-18,2025,Spring,2,5,May,18,Sunday,20,Yes,2025 Spring
20250519,2025-05-19,2025,Spring,2,5,May,19,Monday,21,No,2025 Spring
20250520,2025-05-20,2025,Spring,2,5,May,20,Tuesday,21,No,2025 Spring
20250521,2025-05-21,2025,Spring,2,5,May,21,Wednesday,21,No,2025 Spring
20250522,2025-05-22,2025,Spring,2,5,May,22,Thursday,21,No,2025 Spring
20250523,2025-05-23,2025,Spring,2,5,May,23,Friday,21,No,2025 Spring
20250524,2025-05-24,2025,Spring,2,5,May,24,Saturday,21,Yes,2025 Spring
20250525,2025-05-25,2025,Spring,2,5,May,25,Sunday,21,Yes,2025 Spring
20250526,2025-05-26,2025,Spring,2,5,May,26,Monday,22,No,2025 Spring
20250527,2025-05-27,2025,Spring,2,5,May,27,Tuesday,22,No,2025 Spring
20250528,2025-05-28,2025,Spring,2,5,May,28,Wednesday,22,No,2025 Spring
20250529,2025-05-29,2025,Spring,2,5,May,29,Thursday,22,No,2025 Spring
20250530,2025-05-30,2025,Spring,2,5,May,30,Friday,22,No,2025 Spring
20250531,2025-05-31,2025,Spring,2,5,May,31,Saturday,22,Yes,2025 Spring
20250601,2025-06-01,2025,Spring,2,6,June,1,Sunday,22,Yes,2025 Spring
20250602,2025-06-02,2025,Spring,2,6,June,2,Monday,23,No,2025 Spring
20250603,2025-06-03,2025,Spring,2,6,June,3,Tuesday,23,No,2025 Spring
20250604,2025-06-04,2025,Spring,2,6,June,4,Wednesday,23,No,2025 Spring
20250605,2025-06-05,2025,Spring,2,6,June,5,Thursday,23,No,2025 Spring
20250606,2025-06-06,2025,Spring,2,6,June,6,Friday,23,No,2025 Spring
20250607,2025-06-07,2025,Spring,2,6,June,7,Saturday,23,Yes,2025 Spring
20250608,2025-06-08,2025,Spring,2,6,June,8,Sunday,23,Yes,2025 Spring
20250609,2025-06-09,2025,Spring,2,6,June,9,Monday,24,No,2025 Spring
20250610,2025-06-10,2025,Spring,2,6,June,10,Tuesday,24,No,2025 Spring
20250611,2025-06-11,2025,Spring,2,6,June,11,Wednesday,24,No,2025 Spring
20250612,2025-06-12,2025,Spring,2,6,June,12,Thursday,24,No,2025 Spring
20250613,2025-06-13,2025,Spring,2,6,June,13,Friday,24,No,2025 Spring
20250614,2025-06-14,2025,Spring,2,6,June,14,Saturday,24,Yes,2025 Spring
