EnrollmentKey,EnrollmentID,StudentKey,CourseKey,ProfessorKey,OfferingKey,EnrollmentDateKey,ClassStartDateKey,ClassEndDateKey,Credits,TuitionAmountPaid,PaymentStatus,Grade
4144,E0004144,61,8,16,209,20240810,20241001,20241217,4,1452.0,Paid In Full,B+
4145,E0004145,275,8,16,209,20240819,20241001,20241217,4,1852.7,Scholarship Covered,B-
4146,E0004146,78,8,16,209,20240725,20241001,20241217,4,1291.0,Paid In Full,B-
4147,E0004147,301,8,16,209,20240830,20241001,20241217,4,2008.25,Paid In Full,A-
4148,E0004148,80,8,16,209,20240824,20241001,20241217,4,1427.0,Paid In Full,C+
4149,E0004149,490,8,16,209,20240712,20241001,20241217,4,2481.4,Scholarship Covered,A
4150,E0004150,265,8,16,209,20240709,20241001,20241217,4,1427.0,Paid In Full,A-
4151,E0004151,484,8,16,209,20240704,20241001,20241217,4,1985.0,Paid In Full,IP
4152,E0004152,97,8,16,209,20240822,20241001,20241217,4,1080.0,Scholarship Covered,C
4153,E0004153,107,8,16,209,20240810,20241001,20241217,4,1397.0,Paid In Full,W
4154,E0004154,282,8,16,209,20240720,20241001,20241217,4,2010.0,Scholarship Covered,C+
4155,E0004155,431,12,16,210,20240803,20241001,20241217,3,1472.0,Payment Plan,C+
4156,E0004156,1,12,16,210,20240823,20241001,20241217,3,1705.9,Paid In Full,IP
4157,E0004157,477,12,16,210,20240916,20241001,20241217,3,1122.0,Paid In Full,A-
4158,E0004158,242,12,16,210,20240727,20241001,20241217,3,2686.0,Paid In Full,C
4159,E0004159,337,12,16,210,20240730,20241001,20241217,3,2606.0,Scholarship Covered,W
4160,E0004160,247,12,16,210,20240713,20241001,20241217,3,1229.0,Paid In Full,A
4161,E0004161,321,12,16,210,20240919,20241001,20241217,3,2312.0,Paid In Full,W
4162,E0004162,367,12,16,210,20240801,20241001,20241217,3,960.0,Paid In Full,B+
4163,E0004163,34,12,16,210,20240814,20241001,20241217,3,1705.9,Paid In Full,IP
4164,E0004164,396,12,16,210,20240829,20241001,20241217,3,2686.0,Payment Plan,C+
4165,E0004165,177,12,16,210,20240829,20241001,20241217,3,905.0,Paid In Full,B
4166,E0004166,212,12,16,210,20240830,20241001,20241217,3,2093.3,Scholarship Covered,B
4167,E0004167,87,12,16,210,20240917,20241001,20241217,3,1122.0,Paid In Full,B-
4168,E0004168,290,12,16,210,20240905,20241001,20241217,3,1229.0,Paid In Full,B-
4169,E0004169,339,12,16,210,20240809,20241001,20241217,3,2282.0,Payment Plan,B
4170,E0004170,457,12,16,210,20240811,20241001,20241217,3,1795.0,Paid In Full,W
4171,E0004171,305,12,16,210,20240816,20241001,20241217,3,1770.0,Paid In Full,A
4172,E0004172,245,12,16,210,20240720,20241001,20241217,3,1705.9,Paid In Full,C
4173,E0004173,9,12,16,210,20240831,20241001,20241217,3,1067.0,Paid In Full,C+
4174,E0004174,221,12,16,210,20240825,20241001,20241217,3,2434.9,Paid In Full,B
4175,E0004175,195,15,7,211,20240704,20241001,20241217,3,1291.0,Paid In Full,A-
4176,E0004176,367,15,7,211,20240721,20241001,20241217,3,872.5,Paid In Full,B-
4177,E0004177,301,15,7,211,20240905,20241001,20241217,3,1537.44,Paid In Full,A
4178,E0004178,460,15,7,211,20240724,20241001,20241217,3,847.5,Paid In Full,W
4179,E0004179,79,15,7,211,20240807,20241001,20241217,3,1520.0,Scholarship Covered,B
4180,E0004180,291,15,7,211,20240804,20241001,20241217,3,1241.0,Payment Plan,B
4181,E0004181,227,15,7,211,20240921,20241001,20241217,3,1869.93,Payment Plan,C
4182,E0004182,124,15,7,211,20240807,20241001,20241217,3,1631.6,Scholarship Covered,A
4183,E0004183,32,15,7,211,20240823,20241001,20241217,3,2008.25,Paid In Full,B+
4184,E0004184,168,15,7,211,20240807,20241001,20241217,3,1490.0,Paid In Full,A
4185,E0004185,15,15,7,211,20240730,20241001,20241217,3,1241.0,Paid In Full,A-
4186,E0004186,472,15,7,211,20240822,20241001,20241217,3,1224.95,Paid In Full,B
4187,E0004187,337,15,7,211,20240824,20241001,20241217,3,2287.25,Paid In Full,IP
4188,E0004188,248,15,7,211,20240914,20241001,20241217,3,1360.75,Paid In Full,A
4189,E0004189,221,7,15,212,20240726,20241001,20241217,4,2605.2,Paid In Full,B+
4190,E0004190,82,7,15,212,20240808,20241001,20241217,4,2501.0,Paid In Full,B
4191,E0004191,104,7,15,212,20240911,20241001,20241217,4,2025.8,Payment Plan,C
4192,E0004192,482,7,15,212,20240715,20241001,20241217,4,1055.0,Paid In Full,A-
4193,E0004193,201,7,15,212,20240815,20241001,20241217,4,1646.0,Paid In Full,IP
4194,E0004194,421,7,15,212,20240727,20241001,20241217,4,1910.0,Payment Plan,A
4195,E0004195,391,7,15,212,20240807,20241001,20241217,4,1151.0,Paid In Full,B
4196,E0004196,168,7,15,212,20240726,20241001,20241217,4,1855.0,Scholarship Covered,IP
4197,E0004197,405,7,15,212,20240729,20241001,20241217,4,1407.0,Scholarship Covered,C+
4198,E0004198,277,7,15,212,20240723,20241001,20241217,4,975.0,Paid In Full,C
4199,E0004199,43,7,15,212,20240710,20241001,20241217,4,1151.0,Paid In Full,B+
4200,E0004200,288,7,15,212,20240811,20241001,20241217,4,1995.8,Payment Plan,IP
4201,E0004201,432,7,15,212,20240912,20241001,20241217,4,1151.0,Paid In Full,A
4202,E0004202,219,7,15,212,20240913,20241001,20241217,4,1445.0,Paid In Full,A-
4203,E0004203,206,7,15,212,20240713,20241001,20241217,4,2357.4,Paid In Full,IP
4204,E0004204,383,25,12,213,20241104,20250108,20250326,3,1291.4,Paid In Full,C+
4205,E0004205,63,25,12,213,20241203,20250108,20250326,3,895.0,Paid In Full,B+
4206,E0004206,226,25,12,213,20241022,20250108,20250326,3,2119.0,Payment Plan,B-
4207,E0004207,112,25,12,213,20241020,20250108,20250326,3,1535.0,Paid In Full,B
4208,E0004208,467,25,12,213,20241018,20250108,20250326,3,1514.2,Paid In Full,A-
4209,E0004209,247,25,12,213,20241023,20250108,20250326,3,1158.0,Payment Plan,B+
4210,E0004210,150,25,12,213,20241124,20250108,20250326,3,1553.0,Paid In Full,A
4211,E0004211,15,25,12,213,20241209,20250108,20250326,3,1327.0,Payment Plan,C
4212,E0004212,29,25,12,213,20241104,20250108,20250326,3,1615.0,Paid In Full,IP
4213,E0004213,20,25,12,213,20241112,20250108,20250326,3,1349.0,Payment Plan,A-
4214,E0004214,193,25,12,213,20241124,20250108,20250326,3,1874.6,Paid In Full,C+
4215,E0004215,346,25,12,213,20241128,20250108,20250326,3,1230.0,Paid In Full,IP
4216,E0004216,262,25,12,213,20241119,20250108,20250326,3,870.0,Payment Plan,C
4217,E0004217,439,25,12,213,20241126,20250108,20250326,3,1615.0,Scholarship Covered,W
4218,E0004218,418,25,12,213,20241015,20250108,20250326,3,895.0,Paid In Full,C
4219,E0004219,437,25,12,213,20241017,20250108,20250326,3,1277.0,Paid In Full,B-
4220,E0004220,111,25,12,213,20241227,20250108,20250326,3,1590.0,Payment Plan,B-
4221,E0004221,190,25,12,213,20241119,20250108,20250326,3,895.0,Paid In Full,A
4222,E0004222,55,25,12,213,20241018,20250108,20250326,3,1471.0,Paid In Full,C
4223,E0004223,106,25,7,214,20241125,20250108,20250326,3,1205.0,Paid In Full,B+
4224,E0004224,41,25,7,214,20241215,20250108,20250326,3,2039.0,Paid In Full,B-
4225,E0004225,323,25,7,214,20241112,20250108,20250326,3,1255.0,Payment Plan,A
4226,E0004226,94,25,7,214,20241204,20250108,20250326,3,1777.4,Paid In Full,B-
4227,E0004227,342,25,7,214,20241229,20250108,20250326,3,1039.0,Paid In Full,B-
4228,E0004228,321,25,7,214,20241018,20250108,20250326,3,2094.0,Scholarship Covered,IP
4229,E0004229,381,25,7,214,20241024,20250108,20250326,3,1565.0,Paid In Full,B-
4230,E0004230,138,25,7,214,20241203,20250108,20250326,3,1247.0,Paid In Full,B
4231,E0004231,462,25,7,214,20241102,20250108,20250326,3,989.0,Paid In Full,W
4232,E0004232,184,25,7,214,20241205,20250108,20250326,3,1565.0,Payment Plan,IP
4233,E0004233,251,25,7,214,20241018,20250108,20250326,3,1565.0,Payment Plan,B-
4234,E0004234,15,25,7,214,20241109,20250108,20250326,3,1302.0,Paid In Full,IP
4235,E0004235,472,25,7,214,20241103,20250108,20250326,3,1341.4,Payment Plan,A
4236,E0004236,336,25,7,214,20241010,20250108,20250326,3,1615.0,Paid In Full,B
4237,E0004237,452,25,7,214,20241024,20250108,20250326,3,1277.0,Payment Plan,C
4238,E0004238,403,21,9,215,20241025,20250108,20250326,4,1813.0,Paid In Full,B+
4239,E0004239,230,21,9,215,20241219,20250108,20250326,4,1449.0,Paid In Full,B
4240,E0004240,387,21,9,215,20241117,20250108,20250326,4,2017.75,Paid In Full,B-
4241,E0004241,212,21,9,215,20241014,20250108,20250326,4,2361.3,Payment Plan,B+
4242,E0004242,94,21,9,215,20241112,20250108,20250326,4,2183.45,Paid In Full,C
4243,E0004243,301,21,9,215,20241223,20250108,20250326,4,1992.75,Paid In Full,A-
4244,E0004244,197,21,9,215,20241011,20250108,20250326,4,1490.0,Paid In Full,C+
4245,E0004245,424,21,9,215,20241202,20250108,20250326,4,1733.0,Scholarship Covered,C+
4246,E0004246,162,21,9,215,20241229,20250108,20250326,4,1642.0,Payment Plan,A-
4247,E0004247,169,21,9,215,20241122,20250108,20250326,4,2552.0,Payment Plan,C
4248,E0004248,324,21,9,215,20241023,20250108,20250326,4,1369.0,Paid In Full,A
4249,E0004249,345,21,9,215,20241023,20250108,20250326,4,1460.0,Paid In Full,W
4250,E0004250,447,21,9,215,20241221,20250108,20250326,4,1187.0,Paid In Full,A
4251,E0004251,392,27,6,216,20241108,20250108,20250326,3,1685.0,Paid In Full,W
4252,E0004252,264,27,6,216,20241102,20250108,20250326,3,1759.88,Paid In Full,A-
4253,E0004253,59,27,6,216,20241102,20250108,20250326,3,1606.0,Payment Plan,W
4254,E0004254,170,27,6,216,20241013,20250108,20250326,3,1740.0,Paid In Full,A
4255,E0004255,258,27,6,216,20241216,20250108,20250326,3,1715.0,Payment Plan,C
4256,E0004256,149,27,6,216,20241216,20250108,20250326,3,920.0,Paid In Full,C
4257,E0004257,405,27,6,216,20241024,20250108,20250326,3,1208.0,Paid In Full,C
4258,E0004258,487,27,6,216,20241024,20250108,20250326,3,1462.9,Scholarship Covered,C
4259,E0004259,79,27,6,216,20241017,20250108,20250326,3,1685.0,Paid In Full,IP
4260,E0004260,218,27,6,216,20241016,20250108,20250326,3,970.0,Paid In Full,W
4261,E0004261,398,27,6,216,20241209,20250108,20250326,3,1973.38,Payment Plan,C
4262,E0004262,494,27,6,216,20241224,20250108,20250326,3,1943.38,Paid In Full,C+
4263,E0004263,174,27,6,216,20241022,20250108,20250326,3,1367.0,Paid In Full,B
4264,E0004264,367,27,6,216,20241114,20250108,20250326,3,945.0,Paid In Full,W
4265,E0004265,245,27,6,216,20241105,20250108,20250326,3,1597.55,Paid In Full,C+
4266,E0004266,350,27,6,216,20241021,20250108,20250326,3,1999.52,Payment Plan,C+
4267,E0004267,251,27,6,216,20241129,20250108,20250326,3,1715.0,Paid In Full,B
4268,E0004268,274,27,6,216,20241110,20250108,20250326,3,1476.5,Paid In Full,C
4269,E0004269,389,27,6,216,20241029,20250108,20250326,3,1715.0,Paid In Full,C+
4270,E0004270,36,27,6,216,20241117,20250108,20250326,3,1526.0,Paid In Full,W
4271,E0004271,154,27,6,216,20241105,20250108,20250326,3,1342.5,Scholarship Covered,W
4272,E0004272,31,27,6,216,20241203,20250108,20250326,3,2106.85,Paid In Full,A
4273,E0004273,480,27,6,216,20241025,20250108,20250326,3,1734.88,Paid In Full,C+
4274,E0004274,490,27,6,216,20241031,20250108,20250326,3,2096.6,Paid In Full,B+
4275,E0004275,177,16,7,217,20241215,20250108,20250326,3,857.5,Scholarship Covered,A-
4276,E0004276,198,16,7,217,20241213,20250108,20250326,3,1105.5,Paid In Full,IP
4277,E0004277,250,16,7,217,20241013,20250108,20250326,3,857.5,Paid In Full,A
4278,E0004278,53,16,7,217,20241219,20250108,20250326,3,777.5,Paid In Full,B+
4279,E0004279,489,16,7,217,20241211,20250108,20250326,3,1050.5,Paid In Full,B-
4280,E0004280,284,16,7,217,20241122,20250108,20250326,3,1080.5,Paid In Full,IP
4281,E0004281,47,16,7,217,20241223,20250108,20250326,3,2029.17,Payment Plan,C+
4282,E0004282,122,16,7,217,20241102,20250108,20250326,3,1649.2,Payment Plan,IP
4283,E0004283,251,16,7,217,20241105,20250108,20250326,3,1460.0,Payment Plan,A-
4284,E0004284,94,16,7,217,20241113,20250108,20250326,3,1741.34,Paid In Full,C
4285,E0004285,403,16,7,217,20241108,20250108,20250326,3,1378.5,Payment Plan,IP
4286,E0004286,239,16,7,217,20241013,20250108,20250326,3,1540.0,Paid In Full,C
4287,E0004287,328,16,7,217,20241125,20250108,20250326,3,1967.75,Paid In Full,A
4288,E0004288,81,16,7,217,20241113,20250108,20250326,3,1384.93,Paid In Full,B+
4289,E0004289,188,16,7,217,20241123,20250108,20250326,3,1967.75,Scholarship Covered,B+
4290,E0004290,5,16,7,217,20241113,20250108,20250326,3,857.5,Payment Plan,B
4291,E0004291,424,16,7,217,20241206,20250108,20250326,3,1403.5,Paid In Full,B+
4292,E0004292,357,16,7,217,20241126,20250108,20250326,3,1460.0,Paid In Full,B
4293,E0004293,149,16,7,217,20241113,20250108,20250326,3,777.5,Paid In Full,B-
4294,E0004294,6,16,7,217,20241106,20250108,20250326,3,2290.75,Payment Plan,A
4295,E0004295,417,16,7,217,20241015,20250108,20250326,3,1569.2,Paid In Full,A-
4296,E0004296,436,16,7,217,20241117,20250108,20250326,3,1050.5,Scholarship Covered,A
4297,E0004297,361,16,7,217,20241109,20250108,20250326,3,1200.65,Paid In Full,B+
4298,E0004298,7,16,7,217,20241026,20250108,20250326,3,1267.0,Paid In Full,A
4299,E0004299,490,16,7,217,20241019,20250108,20250326,3,1817.6,Paid In Full,B
4300,E0004300,349,16,7,217,20241116,20250108,20250326,3,1378.5,Payment Plan,IP
4301,E0004301,179,16,7,217,20241123,20250108,20250326,3,807.5,Paid In Full,W
4302,E0004302,432,16,7,217,20241218,20250108,20250326,3,944.0,Paid In Full,B+
4303,E0004303,123,16,7,217,20241108,20250108,20250326,3,1364.45,Paid In Full,IP
4304,E0004304,372,16,7,217,20241110,20250108,20250326,3,2210.75,Payment Plan,B
4305,E0004305,364,16,7,217,20241110,20250108,20250326,3,1267.0,Scholarship Covered,B-
4306,E0004306,358,16,7,217,20241227,20250108,20250326,3,1080.5,Payment Plan,B
4307,E0004307,107,31,18,218,20241015,20250108,20250326,4,1369.0,Paid In Full,A
4308,E0004308,403,31,18,218,20241211,20250108,20250326,4,1788.0,Paid In Full,IP
4309,E0004309,104,31,18,218,20241204,20250108,20250326,4,2060.6,Paid In Full,A
4310,E0004310,245,31,18,218,20241119,20250108,20250326,4,1844.9,Scholarship Covered,C
4311,E0004311,305,31,18,218,20241204,20250108,20250326,4,1945.0,Paid In Full,A
4312,E0004312,418,31,18,218,20241222,20250108,20250326,4,1005.0,Scholarship Covered,A
4313,E0004313,259,31,18,218,20241014,20250108,20250326,4,1187.0,Paid In Full,B
4314,E0004314,205,31,18,218,20241024,20250108,20250326,4,1915.0,Paid In Full,A-
4315,E0004315,459,31,18,218,20241120,20250108,20250326,4,1323.5,Payment Plan,W
4316,E0004316,123,31,18,218,20241130,20250108,20250326,4,1787.6,Paid In Full,C+
4317,E0004317,384,31,18,218,20241021,20250108,20250326,4,1842.6,Paid In Full,B+
4318,E0004318,95,31,18,218,20241130,20250108,20250326,4,1369.0,Paid In Full,A
4319,E0004319,228,31,18,218,20241103,20250108,20250326,4,1788.0,Payment Plan,C
4320,E0004320,4,31,18,218,20241106,20250108,20250326,4,1085.0,Paid In Full,C
4321,E0004321,29,31,18,218,20241226,20250108,20250326,4,1945.0,Paid In Full,W
4322,E0004322,26,31,18,218,20241212,20250108,20250326,4,2552.0,Paid In Full,C
4323,E0004323,14,31,18,218,20241017,20250108,20250326,4,1569.2,Paid In Full,B-
4324,E0004324,427,31,18,218,20241127,20250108,20250326,4,1540.0,Payment Plan,IP
4325,E0004325,303,31,18,218,20241201,20250108,20250326,4,2552.0,Payment Plan,A-
4326,E0004326,36,31,18,218,20241115,20250108,20250326,4,1733.0,Paid In Full,W
4327,E0004327,67,31,18,218,20241128,20250108,20250326,4,1353.5,Payment Plan,A
4328,E0004328,242,31,18,218,20241204,20250108,20250326,4,2996.0,Paid In Full,IP
4329,E0004329,291,31,18,218,20241217,20250108,20250326,4,1606.0,Scholarship Covered,W
4330,E0004330,185,14,9,219,20241109,20250108,20250326,4,3095.8,Paid In Full,B+
4331,E0004331,362,14,9,219,20241207,20250108,20250326,4,1627.0,Scholarship Covered,B+
4332,E0004332,313,14,9,219,20241104,20250108,20250326,4,2411.9,Paid In Full,IP
4333,E0004333,276,14,9,219,20241205,20250108,20250326,4,3095.8,Paid In Full,IP
4334,E0004334,496,14,9,219,20241109,20250108,20250326,4,1627.0,Paid In Full,C+
4335,E0004335,20,14,9,219,20241013,20250108,20250326,4,2182.0,Paid In Full,W
4336,E0004336,80,14,9,219,20241016,20250108,20250326,4,1789.0,Paid In Full,B
4337,E0004337,312,14,9,219,20241216,20250108,20250326,4,2086.0,Paid In Full,B+
4338,E0004338,376,14,9,219,20241029,20250108,20250326,4,2086.0,Paid In Full,IP
4339,E0004339,328,14,9,219,20241118,20250108,20250326,4,3442.0,Paid In Full,IP
4340,E0004340,368,14,9,219,20241020,20250108,20250326,4,3926.0,Paid In Full,B
4341,E0004341,76,14,9,219,20241022,20250108,20250326,4,2086.0,Scholarship Covered,A
4342,E0004342,392,14,9,219,20241220,20250108,20250326,4,2570.0,Paid In Full,B-
4343,E0004343,382,14,9,219,20241216,20250108,20250326,4,1305.0,Payment Plan,C
4344,E0004344,308,14,9,219,20241016,20250108,20250326,4,2086.0,Paid In Full,B
4345,E0004345,94,14,9,219,20241212,20250108,20250326,4,2871.95,Scholarship Covered,C+
4346,E0004346,410,14,9,219,20241218,20250108,20250326,4,2988.25,Paid In Full,W
4347,E0004347,422,14,9,219,20241215,20250108,20250326,4,2595.0,Paid In Full,B-
4348,E0004348,172,14,9,219,20241113,20250108,20250326,4,2625.25,Paid In Full,A
4349,E0004349,317,14,9,219,20241206,20250108,20250326,4,1789.0,Payment Plan,B-
4350,E0004350,186,14,9,219,20241206,20250108,20250326,4,2436.9,Paid In Full,W
4351,E0004351,332,14,9,219,20241028,20250108,20250326,4,2232.0,Paid In Full,C+
4352,E0004352,424,14,9,219,20241010,20250108,20250326,4,2353.0,Scholarship Covered,B
4353,E0004353,407,14,9,219,20241015,20250108,20250326,4,2273.0,Payment Plan,B
4354,E0004354,277,14,9,219,20241210,20250108,20250326,4,1305.0,Paid In Full,C+
4355,E0004355,126,7,15,220,20241228,20250108,20250326,4,1581.0,Payment Plan,IP
4356,E0004356,442,7,15,220,20241212,20250108,20250326,4,1945.0,Paid In Full,B-
4357,E0004357,15,7,15,220,20241105,20250108,20250326,4,1581.0,Scholarship Covered,B+
4358,E0004358,310,7,15,220,20241017,20250108,20250326,4,1060.0,Payment Plan,IP
4359,E0004359,493,7,15,220,20241123,20250108,20250326,4,2361.3,Paid In Full,A
4360,E0004360,464,7,15,220,20241218,20250108,20250326,4,2607.0,Paid In Full,B-
4361,E0004361,266,7,15,220,20241014,20250108,20250326,4,1060.0,Paid In Full,C+
4362,E0004362,111,7,15,220,20241027,20250108,20250326,4,1995.0,Payment Plan,B-
4363,E0004363,139,7,15,220,20241021,20250108,20250326,4,1915.0,Payment Plan,IP
4364,E0004364,117,7,15,220,20241121,20250108,20250326,4,1535.5,Paid In Full,B-
4365,E0004365,182,7,15,220,20241117,20250108,20250326,4,1424.0,Paid In Full,A-
4366,E0004366,148,7,15,220,20241105,20250108,20250326,4,1970.0,Paid In Full,W
4367,E0004367,313,7,15,220,20241025,20250108,20250326,4,1894.9,Paid In Full,B
4368,E0004368,466,7,15,220,20241122,20250108,20250326,4,1970.0,Paid In Full,W
4369,E0004369,168,7,15,220,20241114,20250108,20250326,4,1945.0,Payment Plan,W
4370,E0004370,89,7,15,220,20241106,20250108,20250326,4,2140.6,Paid In Full,IP
4371,E0004371,487,7,15,220,20241109,20250108,20250326,4,1599.2,Paid In Full,B-
4372,E0004372,435,7,15,220,20241226,20250108,20250326,4,2124.7,Paid In Full,IP
4373,E0004373,12,7,15,220,20241030,20250108,20250326,4,1631.0,Paid In Full,A
4374,E0004374,297,7,15,220,20241107,20250108,20250326,4,1424.0,Paid In Full,W
4375,E0004375,462,11,23,221,20241013,20250108,20250326,3,1014.0,Paid In Full,B
4376,E0004376,262,11,23,221,20241102,20250108,20250326,3,815.0,Payment Plan,B
4377,E0004377,417,11,23,221,20241015,20250108,20250326,3,1730.2,Scholarship Covered,C+
4378,E0004378,24,11,23,221,20241115,20250108,20250326,3,1590.0,Paid In Full,A
4379,E0004379,276,11,23,221,20241226,20250108,20250326,3,1910.6,Paid In Full,A-
4380,E0004380,16,11,23,221,20241019,20250108,20250326,3,1471.0,Paid In Full,C+
4381,E0004381,243,11,23,221,20241213,20250108,20250326,3,959.0,Paid In Full,A
4382,E0004382,251,11,23,221,20241227,20250108,20250326,3,1590.0,Scholarship Covered,B+
4383,E0004383,46,11,23,221,20241116,20250108,20250326,3,1535.0,Paid In Full,B
4384,E0004384,278,11,23,221,20241031,20250108,20250326,3,2039.0,Paid In Full,B-
4385,E0004385,131,11,23,221,20241028,20250108,20250326,3,1349.0,Payment Plan,C+
4386,E0004386,411,11,23,221,20241217,20250108,20250326,3,1133.0,Paid In Full,A-
4387,E0004387,212,11,23,221,20241114,20250108,20250326,3,1874.6,Paid In Full,A
4388,E0004388,310,11,23,221,20241208,20250108,20250326,3,870.0,Scholarship Covered,C
4389,E0004389,353,11,23,221,20241101,20250108,20250326,3,1446.0,Paid In Full,B-
4390,E0004390,122,11,23,221,20241111,20250108,20250326,3,1680.2,Paid In Full,B+
4391,E0004391,7,11,23,221,20241223,20250108,20250326,3,1302.0,Paid In Full,W
4392,E0004392,39,11,23,221,20241023,20250108,20250326,3,1374.0,Paid In Full,B
4393,E0004393,350,11,23,221,20241116,20250108,20250326,3,1802.4,Paid In Full,A-
4394,E0004394,154,11,23,221,20241104,20250108,20250326,3,1230.0,Paid In Full,A
4395,E0004395,61,8,21,222,20241128,20250108,20250326,4,1519.0,Paid In Full,IP
4396,E0004396,367,8,21,222,20241212,20250108,20250326,4,1110.0,Paid In Full,A-
4397,E0004397,242,8,21,222,20241112,20250108,20250326,4,3126.0,Payment Plan,C
4398,E0004398,266,8,21,222,20241127,20250108,20250326,4,1085.0,Payment Plan,A-
4399,E0004399,277,8,21,222,20241226,20250108,20250326,4,1085.0,Payment Plan,W
4400,E0004400,248,8,21,222,20241025,20250108,20250326,4,1782.0,Paid In Full,IP
4401,E0004401,176,8,21,222,20241015,20250108,20250326,4,2378.2,Paid In Full,A
4402,E0004402,346,8,21,222,20241219,20250108,20250326,4,1615.0,Paid In Full,C
4403,E0004403,24,8,21,222,20241129,20250108,20250326,4,2045.0,Paid In Full,C+
4404,E0004404,321,8,21,222,20241027,20250108,20250326,4,2687.0,Paid In Full,A
4405,E0004405,101,8,21,222,20241117,20250108,20250326,4,2353.2,Paid In Full,W
4406,E0004406,362,8,21,222,20241213,20250108,20250326,4,1277.0,Scholarship Covered,C
4407,E0004407,147,8,21,222,20241217,20250108,20250326,4,1615.0,Paid In Full,B+
4408,E0004408,424,8,21,222,20241130,20250108,20250326,4,1853.0,Paid In Full,W
4409,E0004409,82,8,21,222,20241115,20250108,20250326,4,2687.0,Paid In Full,A-
4410,E0004410,310,5,6,223,20241117,20250108,20250326,3,815.0,Paid In Full,B-
4411,E0004411,238,5,6,223,20241010,20250108,20250326,3,1247.0,Payment Plan,B-
4412,E0004412,282,5,6,223,20241024,20250108,20250326,3,1565.0,Payment Plan,B
4413,E0004413,34,5,6,223,20241012,20250108,20250326,3,1510.8,Paid In Full,C+
4414,E0004414,107,5,6,223,20241219,20250108,20250326,3,1133.0,Scholarship Covered,A
4415,E0004415,431,5,6,223,20241016,20250108,20250326,3,1349.0,Payment Plan,IP
4416,E0004416,131,5,6,223,20241216,20250108,20250326,3,1399.0,Paid In Full,C+
4417,E0004417,187,5,6,223,20241016,20250108,20250326,3,1455.8,Paid In Full,A-
4418,E0004418,81,5,6,223,20241110,20250108,20250326,3,1535.8,Paid In Full,C+
4419,E0004419,194,5,6,223,20241202,20250108,20250326,3,1553.0,Scholarship Covered,B+
4420,E0004420,198,5,6,223,20241211,20250108,20250326,3,1103.0,Payment Plan,A-
4421,E0004421,97,5,6,223,20241028,20250108,20250326,3,815.0,Payment Plan,B
4422,E0004422,361,5,6,223,20241015,20250108,20250326,3,1291.4,Paid In Full,W
4423,E0004423,279,5,6,223,20241220,20250108,20250326,3,1277.0,Paid In Full,C+
4424,E0004424,284,5,6,223,20241101,20250108,20250326,3,1183.0,Paid In Full,C
4425,E0004425,337,5,6,223,20241226,20250108,20250326,3,2407.0,Paid In Full,C+
4426,E0004426,291,5,6,223,20241102,20250108,20250326,3,1277.0,Paid In Full,IP
4427,E0004427,356,5,6,223,20241122,20250108,20250326,3,1535.0,Paid In Full,C+
4428,E0004428,146,5,6,223,20241204,20250108,20250326,3,1103.0,Paid In Full,A
4429,E0004429,494,23,13,224,20241102,20250108,20250326,4,2963.25,Paid In Full,C
4430,E0004430,291,23,13,224,20241223,20250108,20250326,4,2031.0,Paid In Full,B-
4431,E0004431,404,23,13,224,20241203,20250108,20250326,4,2031.0,Paid In Full,B-
4432,E0004432,190,23,13,224,20241101,20250108,20250326,4,1385.0,Payment Plan,C+
4433,E0004433,434,23,13,224,20241022,20250108,20250326,4,3090.3,Paid In Full,B+
4434,E0004434,382,23,13,224,20241021,20250108,20250326,4,1335.0,Payment Plan,W
4435,E0004435,432,23,13,224,20241128,20250108,20250326,4,1547.0,Paid In Full,W
4436,E0004436,471,23,13,224,20241220,20250108,20250326,4,1577.0,Paid In Full,A
4437,E0004437,26,23,13,224,20241128,20250108,20250326,4,3417.0,Paid In Full,B-
4438,E0004438,170,23,13,224,20241021,20250108,20250326,4,2595.0,Paid In Full,B-
4439,E0004439,245,23,13,224,20241217,20250108,20250326,4,2411.9,Paid In Full,B
4440,E0004440,489,23,13,224,20241129,20250108,20250326,4,1819.0,Paid In Full,B+
4441,E0004441,267,23,13,224,20241204,20250108,20250326,4,3846.0,Payment Plan,A-
4442,E0004442,42,23,13,224,20241107,20250108,20250326,4,2788.6,Paid In Full,B
4443,E0004443,126,23,13,224,20241129,20250108,20250326,4,2111.0,Payment Plan,W
4444,E0004444,460,23,13,224,20241029,20250108,20250326,4,1305.0,Paid In Full,B
4445,E0004445,243,26,12,225,20241202,20250108,20250326,3,1104.0,Paid In Full,IP
4446,E0004446,496,26,12,225,20241219,20250108,20250326,3,1049.0,Paid In Full,A-
4447,E0004447,376,26,12,225,20241121,20250108,20250326,3,1367.0,Paid In Full,C+
4448,E0004448,330,26,12,225,20241106,20250108,20250326,3,1740.0,Scholarship Covered,IP
4449,E0004449,371,26,12,225,20241115,20250108,20250326,3,1715.0,Paid In Full,C+
4450,E0004450,146,26,12,225,20241014,20250108,20250326,3,1288.0,Payment Plan,B+
4451,E0004451,34,26,12,225,20241219,20250108,20250326,3,1677.55,Paid In Full,B
4452,E0004452,31,26,12,225,20241215,20250108,20250326,3,2106.85,Paid In Full,W
4453,E0004453,15,26,12,225,20241105,20250108,20250326,3,1447.0,Payment Plan,B
4454,E0004454,275,26,12,225,20241212,20250108,20250326,3,1652.55,Paid In Full,C
