donation_id,donor_id,date,amount,campaign
DN00012179,D01267,2025-09-08,1500,Spring Appeal
DN00012180,D01268,2023-03-11,100,Spring Appeal
DN00012181,D01268,2023-09-17,1500,Year-End Giving
DN00012182,D01268,2024-03-10,500,Annual Gala
DN00012183,D01268,2024-09-20,500,Year-End Giving
DN00012184,D01268,2025-03-27,75,Spring Appeal
DN00012185,D01268,2025-09-10,1500,Year-End Giving
DN00012186,D01269,2023-03-16,25,Back to School
DN00012187,D01269,2023-09-23,25,Back to School
DN00012188,D01269,2024-03-03,25,Year-End Giving
DN00012189,D01269,2024-09-15,250,Summer Drive
DN00012190,D01269,2025-03-24,25,Spring Appeal
DN00012191,D01269,2025-09-12,75,Spring Appeal
DN00012192,D01270,2023-02-04,75,Year-End Giving
DN00012193,D01270,2023-05-04,1500,Summer Drive
DN00012194,D01270,2023-08-05,75,Spring Appeal
DN00012195,D01270,2023-11-23,150,Summer Drive
DN00012196,D01270,2024-02-25,1000,Annual Gala
DN00012197,D01270,2024-05-07,50,Annual Gala
DN00012198,D01270,2024-08-12,25,Year-End Giving
DN00012199,D01270,2024-11-26,50,Back to School
DN00012200,D01270,2025-02-21,500,Year-End Giving
DN00012201,D01270,2025-05-06,2500,Year-End Giving
DN00012202,D01270,2025-08-01,50,Spring Appeal
DN00012203,D01271,2023-05-11,50,Year-End Giving
DN00012204,D01271,2024-05-02,1000,Back to School
DN00012205,D01271,2025-05-25,1000,Back to School
DN00012206,D01272,2023-01-22,25,Year-End Giving
DN00012207,D01272,2023-02-04,75,Year-End Giving
DN00012208,D01272,2023-03-13,250,Spring Appeal
DN00012209,D01272,2023-04-28,25,Back to School
DN00012210,D01272,2023-05-28,500,Summer Drive
DN00012211,D01272,2023-06-01,50,Back to School
DN00012212,D01272,2023-07-22,1500,Year-End Giving
DN00012213,D01272,2023-08-25,150,Summer Drive
DN00012214,D01272,2023-09-12,1000,Spring Appeal
DN00012215,D01272,2023-10-08,150,Annual Gala
DN00012216,D01272,2023-11-13,1500,Back to School
DN00012217,D01272,2023-12-16,150,Summer Drive
DN00012218,D01272,2024-01-04,75,Annual Gala
DN00012219,D01272,2024-02-06,25,Back to School
DN00012220,D01272,2024-03-12,75,Year-End Giving
DN00012221,D01272,2024-04-09,50,Spring Appeal
DN00012222,D01272,2024-05-02,1000,Summer Drive
DN00012223,D01272,2024-06-18,1000,Year-End Giving
DN00012224,D01272,2024-07-05,75,Back to School
DN00012225,D01272,2024-08-04,1500,Annual Gala
DN00012226,D01272,2024-09-05,50,Annual Gala
DN00012227,D01272,2024-10-10,50,Back to School
DN00012228,D01272,2024-11-02,1000,Year-End Giving
DN00012229,D01272,2024-12-11,500,Spring Appeal
DN00012230,D01272,2025-01-11,1000,Spring Appeal
DN00012231,D01272,2025-02-18,50,Annual Gala
DN00012232,D01272,2025-03-03,150,Summer Drive
DN00012233,D01272,2025-04-12,250,Annual Gala
DN00012234,D01272,2025-05-17,25,Summer Drive
DN00012235,D01272,2025-06-03,250,Annual Gala
DN00012236,D01272,2025-07-27,150,Annual Gala
DN00012237,D01272,2025-08-25,25,Summer Drive
DN00012238,D01272,2025-09-08,250,Year-End Giving
DN00012239,D01273,2023-10-13,100,Year-End Giving
DN00012240,D01273,2024-10-11,25,Year-End Giving
DN00012241,D01274,2023-07-08,25,Back to School
DN00012242,D01274,2024-07-09,2500,Spring Appeal
DN00012243,D01274,2025-07-08,500,Back to School
DN00012244,D01275,2023-05-28,100,Annual Gala
DN00012245,D01275,2023-11-06,2500,Summer Drive
DN00012246,D01275,2024-05-28,150,Summer Drive
DN00012247,D01275,2024-11-16,100,Back to School
DN00012248,D01275,2025-05-04,50,Spring Appeal
DN00012249,D01276,2023-03-07,500,Spring Appeal
DN00012250,D01276,2023-06-21,1500,Year-End Giving
DN00012251,D01276,2023-09-23,500,Spring Appeal
DN00012252,D01276,2023-12-13,2500,Annual Gala
DN00012253,D01276,2024-03-28,150,Annual Gala
DN00012254,D01276,2024-06-16,2500,Summer Drive
DN00012255,D01276,2024-09-10,100,Annual Gala
DN00012256,D01276,2024-12-23,500,Summer Drive
DN00012257,D01276,2025-03-25,50,Summer Drive
DN00012258,D01276,2025-06-20,100,Year-End Giving
DN00012259,D01276,2025-09-03,75,Back to School
DN00012260,D01277,2023-02-02,25,Year-End Giving
DN00012261,D01277,2023-08-22,250,Spring Appeal
DN00012262,D01277,2024-02-10,500,Year-End Giving
DN00012263,D01277,2024-08-18,1000,Year-End Giving
DN00012264,D01277,2025-02-07,75,Spring Appeal
DN00012265,D01277,2025-08-08,250,Annual Gala
DN00012266,D01278,2023-01-26,25,Spring Appeal
DN00012267,D01278,2023-02-13,1500,Back to School
DN00012268,D01278,2023-03-21,100,Year-End Giving
DN00012269,D01278,2023-04-26,50,Annual Gala
DN00012270,D01278,2023-05-14,25,Annual Gala
DN00012271,D01278,2023-06-26,1500,Back to School
DN00012272,D01278,2023-07-23,50,Summer Drive
DN00012273,D01278,2023-08-22,25,Spring Appeal
DN00012274,D01278,2023-09-27,1000,Year-End Giving
DN00012275,D01278,2023-10-26,1000,Back to School
DN00012276,D01278,2023-11-11,250,Year-End Giving
DN00012277,D01278,2023-12-05,150,Summer Drive
DN00012278,D01278,2024-01-01,75,Year-End Giving
DN00012279,D01278,2024-02-10,100,Year-End Giving
DN00012280,D01278,2024-03-08,2500,Back to School
DN00012281,D01278,2024-04-24,50,Back to School
DN00012282,D01278,2024-05-22,100,Summer Drive
DN00012283,D01278,2024-06-02,250,Summer Drive
DN00012284,D01278,2024-07-19,50,Back to School
DN00012285,D01278,2024-08-27,1500,Annual Gala
DN00012286,D01278,2024-09-11,150,Summer Drive
DN00012287,D01278,2024-10-20,150,Year-End Giving
DN00012288,D01278,2024-11-18,250,Summer Drive
DN00012289,D01278,2024-12-23,75,Annual Gala
DN00012290,D01278,2025-01-26,150,Back to School
DN00012291,D01278,2025-02-19,1500,Year-End Giving
DN00012292,D01278,2025-03-07,2500,Spring Appeal
DN00012293,D01278,2025-04-26,50,Year-End Giving
DN00012294,D01278,2025-05-19,250,Annual Gala
DN00012295,D01278,2025-06-07,25,Spring Appeal
DN00012296,D01278,2025-07-24,75,Year-End Giving
DN00012297,D01278,2025-08-26,25,Year-End Giving
DN00012298,D01278,2025-09-02,2500,Back to School
DN00012299,D01279,2023-12-06,1000,Annual Gala
DN00012300,D01279,2024-12-14,2500,Spring Appeal
DN00012301,D01280,2023-01-12,150,Annual Gala
DN00012302,D01280,2023-04-22,1000,Spring Appeal
DN00012303,D01280,2023-07-24,50,Year-End Giving
DN00012304,D01280,2023-10-27,50,Annual Gala
DN00012305,D01280,2024-01-28,50,Year-End Giving
DN00012306,D01280,2024-04-16,2500,Spring Appeal
DN00012307,D01280,2024-07-14,1000,Back to School
DN00012308,D01280,2024-10-23,500,Spring Appeal
DN00012309,D01280,2025-01-23,100,Summer Drive
DN00012310,D01280,2025-04-05,2500,Back to School
DN00012311,D01280,2025-07-16,250,Year-End Giving
DN00012312,D01281,2023-07-12,75,Summer Drive
DN00012313,D01281,2024-07-23,1500,Spring Appeal
DN00012314,D01281,2025-07-17,25,Spring Appeal
DN00012315,D01282,2023-07-07,2500,Year-End Giving
DN00012316,D01282,2024-07-13,75,Summer Drive
DN00012317,D01282,2025-07-19,500,Year-End Giving
DN00012318,D01283,2023-04-09,75,Summer Drive
DN00012319,D01283,2023-10-01,75,Back to School
DN00012320,D01283,2024-04-26,25,Summer Drive
DN00012321,D01283,2024-10-07,25,Summer Drive
DN00012322,D01283,2025-04-15,100,Spring Appeal
DN00012323,D01284,2023-02-14,250,Spring Appeal
DN00012324,D01284,2024-02-04,75,Back to School
DN00012325,D01284,2025-02-16,1000,Year-End Giving
DN00012326,D01285,2023-02-04,250,Back to School
DN00012327,D01285,2023-05-08,50,Annual Gala
DN00012328,D01285,2023-08-22,25,Summer Drive
DN00012329,D01285,2023-11-03,2500,Back to School
DN00012330,D01285,2024-02-27,500,Spring Appeal
DN00012331,D01285,2024-05-22,150,Year-End Giving
DN00012332,D01285,2024-08-15,150,Summer Drive
DN00012333,D01285,2024-11-18,75,Year-End Giving
DN00012334,D01285,2025-02-21,50,Back to School
DN00012335,D01285,2025-05-17,250,Annual Gala
DN00012336,D01285,2025-08-12,25,Back to School
DN00012337,D01286,2023-03-22,250,Back to School
DN00012338,D01286,2023-09-11,2500,Year-End Giving
DN00012339,D01286,2024-03-14,2500,Summer Drive
DN00012340,D01286,2024-09-14,1000,Back to School
DN00012341,D01286,2025-03-18,250,Spring Appeal
DN00012342,D01286,2025-09-26,150,Back to School
DN00012343,D01287,2023-01-18,50,Summer Drive
DN00012344,D01287,2023-07-04,250,Back to School
DN00012345,D01287,2024-01-15,1500,Annual Gala
DN00012346,D01287,2024-07-05,50,Spring Appeal
DN00012347,D01287,2025-01-19,25,Back to School
DN00012348,D01287,2025-07-03,75,Back to School
DN00012349,D01288,2023-02-28,1000,Spring Appeal
DN00012350,D01288,2024-02-20,50,Year-End Giving
DN00012351,D01288,2025-02-12,150,Back to School
DN00012352,D01289,2023-06-12,25,Annual Gala
DN00012353,D01289,2024-06-22,500,Back to School
DN00012354,D01289,2025-06-26,75,Annual Gala
DN00012355,D01290,2023-06-12,500,Year-End Giving
DN00012356,D01290,2024-06-19,50,Summer Drive
DN00012357,D01290,2025-06-17,2500,Back to School
DN00012358,D01291,2023-01-18,500,Spring Appeal
DN00012359,D01291,2023-02-05,1000,Summer Drive
DN00012360,D01291,2023-03-05,75,Summer Drive
DN00012361,D01291,2023-04-13,25,Back to School
DN00012362,D01291,2023-05-10,500,Back to School
DN00012363,D01291,2023-06-03,500,Year-End Giving
DN00012364,D01291,2023-07-19,500,Back to School
DN00012365,D01291,2023-08-25,100,Spring Appeal
DN00012366,D01291,2023-09-12,1500,Back to School
DN00012367,D01291,2023-10-10,2500,Spring Appeal
DN00012368,D01291,2023-11-11,25,Summer Drive
DN00012369,D01291,2023-12-08,2500,Annual Gala
DN00012370,D01291,2024-01-18,250,Back to School
DN00012371,D01291,2024-02-21,25,Back to School
DN00012372,D01291,2024-03-10,250,Annual Gala
DN00012373,D01291,2024-04-27,250,Summer Drive
DN00012374,D01291,2024-05-27,250,Annual Gala
DN00012375,D01291,2024-06-04,2500,Summer Drive
DN00012376,D01291,2024-07-26,1500,Spring Appeal
DN00012377,D01291,2024-08-25,50,Annual Gala
DN00012378,D01291,2024-09-12,1500,Back to School
DN00012379,D01291,2024-10-20,250,Annual Gala
DN00012380,D01291,2024-11-07,25,Back to School
DN00012381,D01291,2024-12-05,50,Spring Appeal
DN00012382,D01291,2025-01-04,1500,Summer Drive
DN00012383,D01291,2025-02-20,2500,Annual Gala
DN00012384,D01291,2025-03-14,1000,Annual Gala
DN00012385,D01291,2025-04-15,500,Year-End Giving
DN00012386,D01291,2025-05-22,75,Back to School
DN00012387,D01291,2025-06-24,250,Year-End Giving
DN00012388,D01291,2025-07-28,500,Back to School
DN00012389,D01291,2025-08-10,150,Spring Appeal
DN00012390,D01291,2025-09-03,500,Back to School
DN00012391,D01292,2023-03-26,500,Annual Gala
DN00012392,D01292,2023-06-19,150,Year-End Giving
DN00012393,D01292,2023-09-11,100,Summer Drive
DN00012394,D01292,2023-12-25,1000,Year-End Giving
DN00012395,D01292,2024-03-07,1000,Back to School
DN00012396,D01292,2024-06-18,1500,Year-End Giving
DN00012397,D01292,2024-09-01,1500,Summer Drive
DN00012398,D01292,2024-12-18,150,Annual Gala
DN00012399,D01292,2025-03-02,75,Summer Drive
DN00012400,D01292,2025-06-01,75,Spring Appeal
DN00012401,D01292,2025-09-22,2500,Annual Gala
DN00012402,D01293,2023-11-16,50,Annual Gala
DN00012403,D01293,2024-11-08,50,Summer Drive
DN00012404,D01294,2023-03-14,75,Back to School
DN00012405,D01294,2023-06-13,75,Back to School
DN00012406,D01294,2023-09-18,100,Back to School
DN00012407,D01294,2023-12-14,2500,Spring Appeal
DN00012408,D01294,2024-03-05,150,Back to School
DN00012409,D01294,2024-06-18,1500,Year-End Giving
DN00012410,D01294,2024-09-02,150,Back to School
DN00012411,D01294,2024-12-08,2500,Spring Appeal
DN00012412,D01294,2025-03-13,500,Back to School
DN00012413,D01294,2025-06-08,1000,Annual Gala
DN00012414,D01294,2025-09-17,1000,Spring Appeal
DN00012415,D01295,2023-03-26,50,Year-End Giving
DN00012416,D01295,2023-06-01,1000,Annual Gala
DN00012417,D01295,2023-09-19,2500,Spring Appeal
DN00012418,D01295,2023-12-16,75,Back to School
DN00012419,D01295,2024-03-18,50,Summer Drive
DN00012420,D01295,2024-06-20,1000,Back to School
DN00012421,D01295,2024-09-05,100,Summer Drive
DN00012422,D01295,2024-12-09,150,Annual Gala
DN00012423,D01295,2025-03-02,150,Year-End Giving
DN00012424,D01295,2025-06-19,1000,Back to School
DN00012425,D01295,2025-09-16,75,Back to School
DN00012426,D01296,2023-09-19,1500,Summer Drive
DN00012427,D01296,2024-09-09,2500,Back to School
DN00012428,D01296,2025-09-27,2500,Spring Appeal
DN00012429,D01297,2023-01-27,25,Year-End Giving
DN00012430,D01297,2023-02-22,1500,Back to School
DN00012431,D01297,2023-03-16,25,Summer Drive
DN00012432,D01297,2023-04-23,50,Year-End Giving
DN00012433,D01297,2023-05-14,500,Spring Appeal
DN00012434,D01297,2023-06-24,1000,Summer Drive
DN00012435,D01297,2023-07-01,1500,Annual Gala
DN00012436,D01297,2023-08-13,25,Annual Gala
DN00012437,D01297,2023-09-14,25,Summer Drive
DN00012438,D01297,2023-10-12,250,Annual Gala
DN00012439,D01297,2023-11-27,1000,Annual Gala
DN00012440,D01297,2023-12-13,1500,Year-End Giving
DN00012441,D01297,2024-01-07,150,Year-End Giving
DN00012442,D01297,2024-02-11,75,Annual Gala
DN00012443,D01297,2024-03-19,100,Spring Appeal
DN00012444,D01297,2024-04-18,100,Back to School
DN00012445,D01297,2024-05-16,1000,Summer Drive
DN00012446,D01297,2024-06-08,250,Annual Gala
DN00012447,D01297,2024-07-11,25,Annual Gala
DN00012448,D01297,2024-08-03,2500,Summer Drive
DN00012449,D01297,2024-09-06,100,Summer Drive
DN00012450,D01297,2024-10-15,1000,Summer Drive
DN00012451,D01297,2024-11-13,250,Spring Appeal
DN00012452,D01297,2024-12-05,250,Annual Gala
DN00012453,D01297,2025-01-16,100,Summer Drive
DN00012454,D01297,2025-02-13,1500,Back to School
DN00012455,D01297,2025-03-23,1000,Back to School
DN00012456,D01297,2025-04-17,2500,Annual Gala
DN00012457,D01297,2025-05-11,2500,Year-End Giving
DN00012458,D01297,2025-06-24,2500,Back to School
DN00012459,D01297,2025-07-01,500,Year-End Giving
DN00012460,D01297,2025-08-01,100,Spring Appeal
DN00012461,D01297,2025-09-17,1500,Annual Gala
DN00012462,D01298,2023-01-04,50,Year-End Giving
DN00012463,D01298,2023-02-21,25,Year-End Giving
DN00012464,D01298,2023-03-09,2500,Back to School
DN00012465,D01298,2023-04-13,75,Spring Appeal
DN00012466,D01298,2023-05-02,250,Spring Appeal
DN00012467,D01298,2023-06-14,500,Annual Gala
DN00012468,D01298,2023-07-16,25,Annual Gala
DN00012469,D01298,2023-08-12,500,Spring Appeal
DN00012470,D01298,2023-09-09,1000,Summer Drive
DN00012471,D01298,2023-10-18,1500,Spring Appeal
DN00012472,D01298,2023-11-21,1000,Annual Gala
DN00012473,D01298,2023-12-04,2500,Annual Gala
DN00012474,D01298,2024-01-13,1000,Spring Appeal
DN00012475,D01298,2024-02-25,1500,Back to School
DN00012476,D01298,2024-03-21,50,Summer Drive
DN00012477,D01298,2024-04-27,2500,Spring Appeal
DN00012478,D01298,2024-05-24,25,Back to School
DN00012479,D01298,2024-06-12,100,Spring Appeal
DN00012480,D01298,2024-07-07,2500,Summer Drive
DN00012481,D01298,2024-08-05,150,Annual Gala
DN00012482,D01298,2024-09-12,25,Spring Appeal
DN00012483,D01298,2024-10-18,1500,Back to School
DN00012484,D01298,2024-11-11,75,Spring Appeal
DN00012485,D01298,2024-12-25,25,Summer Drive
DN00012486,D01298,2025-01-19,75,Year-End Giving
DN00012487,D01298,2025-02-21,50,Spring Appeal
DN00012488,D01298,2025-03-12,250,Year-End Giving
DN00012489,D01298,2025-04-19,100,Back to School
DN00012490,D01298,2025-05-01,50,Annual Gala
DN00012491,D01298,2025-06-06,50,Year-End Giving
DN00012492,D01298,2025-07-05,500,Summer Drive
DN00012493,D01298,2025-08-06,1500,Year-End Giving
DN00012494,D01298,2025-09-01,25,Annual Gala
DN00012495,D01299,2023-11-03,75,Spring Appeal
DN00012496,D01299,2024-11-17,1500,Summer Drive
DN00012497,D01300,2023-11-25,1500,Summer Drive
DN00012498,D01300,2024-11-16,150,Back to School
DN00012499,D01301,2023-02-06,500,Spring Appeal
DN00012500,D01301,2023-05-24,100,Back to School
DN00012501,D01301,2023-08-28,1500,Back to School
DN00012502,D01301,2023-11-27,50,Spring Appeal
DN00012503,D01301,2024-02-21,150,Year-End Giving
DN00012504,D01301,2024-05-25,1000,Back to School
DN00012505,D01301,2024-08-18,150,Year-End Giving
DN00012506,D01301,2024-11-08,250,Year-End Giving
DN00012507,D01301,2025-02-24,50,Annual Gala
DN00012508,D01301,2025-05-19,250,Year-End Giving
DN00012509,D01301,2025-08-16,250,Year-End Giving
DN00012510,D01302,2023-03-17,50,Year-End Giving
DN00012511,D01302,2024-03-04,250,Annual Gala
DN00012512,D01302,2025-03-27,75,Summer Drive
DN00012513,D01303,2023-10-20,75,Year-End Giving
DN00012514,D01303,2024-10-08,25,Back to School
DN00012515,D01304,2023-02-06,1500,Year-End Giving
DN00012516,D01304,2023-05-23,2500,Annual Gala
DN00012517,D01304,2023-08-22,1000,Summer Drive
DN00012518,D01304,2023-11-28,25,Back to School
DN00012519,D01304,2024-02-26,25,Spring Appeal
DN00012520,D01304,2024-05-26,75,Back to School
DN00012521,D01304,2024-08-16,1000,Spring Appeal
DN00012522,D01304,2024-11-18,1500,Spring Appeal
DN00012523,D01304,2025-02-27,1500,Year-End Giving
DN00012524,D01304,2025-05-05,75,Back to School
DN00012525,D01304,2025-08-14,1000,Annual Gala
DN00012526,D01305,2023-01-11,500,Annual Gala
DN00012527,D01305,2023-02-07,2500,Year-End Giving
DN00012528,D01305,2023-03-24,250,Summer Drive
DN00012529,D01305,2023-04-23,25,Summer Drive
DN00012530,D01305,2023-05-12,250,Annual Gala
DN00012531,D01305,2023-06-16,250,Annual Gala
DN00012532,D01305,2023-07-13,75,Year-End Giving
DN00012533,D01305,2023-08-18,100,Summer Drive
DN00012534,D01305,2023-09-06,250,Back to School
DN00012535,D01305,2023-10-21,75,Back to School
DN00012536,D01305,2023-11-16,25,Annual Gala
DN00012537,D01305,2023-12-01,75,Annual Gala
DN00012538,D01305,2024-01-25,1000,Year-End Giving
DN00012539,D01305,2024-02-27,250,Year-End Giving
DN00012540,D01305,2024-03-04,25,Summer Drive
DN00012541,D01305,2024-04-23,50,Spring Appeal
DN00012542,D01305,2024-05-21,150,Year-End Giving
DN00012543,D01305,2024-06-20,50,Summer Drive
DN00012544,D01305,2024-07-07,1500,Year-End Giving
DN00012545,D01305,2024-08-10,50,Back to School
DN00012546,D01305,2024-09-05,250,Spring Appeal
DN00012547,D01305,2024-10-18,2500,Year-End Giving
DN00012548,D01305,2024-11-05,1000,Annual Gala
DN00012549,D01305,2024-12-15,50,Year-End Giving
DN00012550,D01305,2025-01-03,50,Summer Drive
DN00012551,D01305,2025-02-09,100,Summer Drive
DN00012552,D01305,2025-03-22,500,Back to School
DN00012553,D01305,2025-04-15,25,Summer Drive
DN00012554,D01305,2025-05-23,25,Annual Gala
DN00012555,D01305,2025-06-25,500,Annual Gala
DN00012556,D01305,2025-07-13,50,Annual Gala
DN00012557,D01305,2025-08-02,1500,Annual Gala
DN00012558,D01305,2025-09-05,1500,Back to School
DN00012559,D01306,2023-02-13,25,Back to School
DN00012560,D01306,2024-02-14,1500,Spring Appeal
DN00012561,D01306,2025-02-28,500,Annual Gala
DN00012562,D01307,2023-09-20,1500,Back to School
DN00012563,D01307,2024-09-10,25,Back to School
DN00012564,D01307,2025-09-17,50,Back to School
DN00012565,D01308,2023-06-23,75,Spring Appeal
DN00012566,D01308,2023-12-21,75,Back to School
DN00012567,D01308,2024-06-03,150,Spring Appeal
DN00012568,D01308,2024-12-14,1000,Summer Drive
DN00012569,D01308,2025-06-27,500,Annual Gala
DN00012570,D01309,2023-01-01,100,Summer Drive
DN00012571,D01309,2023-07-06,150,Year-End Giving
DN00012572,D01309,2024-01-05,25,Back to School
DN00012573,D01309,2024-07-08,1000,Spring Appeal
DN00012574,D01309,2025-01-15,50,Summer Drive
DN00012575,D01309,2025-07-11,1500,Spring Appeal
DN00012576,D01310,2023-11-22,2500,Back to School
DN00012577,D01310,2024-11-18,150,Spring Appeal
DN00012578,D01311,2023-09-24,150,Spring Appeal
DN00012579,D01311,2024-09-18,150,Spring Appeal
DN00012580,D01311,2025-09-06,150,Back to School
DN00012581,D01312,2023-06-07,1500,Annual Gala
DN00012582,D01312,2023-12-21,100,Summer Drive
DN00012583,D01312,2024-06-11,2500,Back to School
DN00012584,D01312,2024-12-21,25,Annual Gala
DN00012585,D01312,2025-06-19,500,Spring Appeal
DN00012586,D01313,2023-11-14,1500,Year-End Giving
DN00012587,D01313,2024-11-05,250,Year-End Giving
DN00012588,D01314,2023-02-06,100,Spring Appeal
DN00012589,D01314,2023-05-14,500,Year-End Giving
DN00012590,D01314,2023-08-07,1000,Back to School
DN00012591,D01314,2023-11-16,25,Year-End Giving
DN00012592,D01314,2024-02-05,150,Year-End Giving
DN00012593,D01314,2024-05-26,50,Spring Appeal
DN00012594,D01314,2024-08-18,100,Back to School
DN00012595,D01314,2024-11-04,1000,Year-End Giving
DN00012596,D01314,2025-02-25,250,Spring Appeal
DN00012597,D01314,2025-05-22,1500,Year-End Giving
DN00012598,D01314,2025-08-26,500,Year-End Giving
DN00012599,D01315,2023-01-27,250,Annual Gala
DN00012600,D01315,2023-02-06,50,Year-End Giving
DN00012601,D01315,2023-03-10,50,Spring Appeal
DN00012602,D01315,2023-04-03,100,Summer Drive
DN00012603,D01315,2023-05-13,150,Back to School
DN00012604,D01315,2023-06-11,25,Spring Appeal
DN00012605,D01315,2023-07-10,1500,Back to School
DN00012606,D01315,2023-08-14,75,Annual Gala
DN00012607,D01315,2023-09-06,25,Annual Gala
DN00012608,D01315,2023-10-04,1500,Spring Appeal
DN00012609,D01315,2023-11-16,2500,Spring Appeal
DN00012610,D01315,2023-12-25,75,Back to School
DN00012611,D01315,2024-01-22,1000,Back to School
DN00012612,D01315,2024-02-06,250,Back to School
DN00012613,D01315,2024-03-01,25,Spring Appeal
DN00012614,D01315,2024-04-17,2500,Spring Appeal
DN00012615,D01315,2024-05-07,1000,Year-End Giving
DN00012616,D01315,2024-06-05,2500,Summer Drive
DN00012617,D01315,2024-07-21,2500,Back to School
DN00012618,D01315,2024-08-23,1500,Back to School
DN00012619,D01315,2024-09-19,1000,Back to School
DN00012620,D01315,2024-10-08,50,Spring Appeal
DN00012621,D01315,2024-11-10,250,Back to School
DN00012622,D01315,2024-12-16,75,Annual Gala
DN00012623,D01315,2025-01-07,250,Year-End Giving
DN00012624,D01315,2025-02-20,150,Annual Gala
DN00012625,D01315,2025-03-25,2500,Annual Gala
DN00012626,D01315,2025-04-10,150,Spring Appeal
DN00012627,D01315,2025-05-13,150,Annual Gala
DN00012628,D01315,2025-06-17,150,Back to School
DN00012629,D01315,2025-07-28,75,Year-End Giving
DN00012630,D01315,2025-08-18,75,Spring Appeal
DN00012631,D01315,2025-09-25,25,Back to School
DN00012632,D01316,2023-01-04,50,Back to School
DN00012633,D01316,2023-02-14,1000,Spring Appeal
DN00012634,D01316,2023-03-05,150,Summer Drive
DN00012635,D01316,2023-04-14,75,Summer Drive
DN00012636,D01316,2023-05-09,250,Annual Gala
DN00012637,D01316,2023-06-02,2500,Spring Appeal
DN00012638,D01316,2023-07-03,100,Spring Appeal
DN00012639,D01316,2023-08-18,50,Annual Gala
DN00012640,D01316,2023-09-27,50,Back to School
DN00012641,D01316,2023-10-05,500,Spring Appeal
DN00012642,D01316,2023-11-04,1500,Back to School
DN00012643,D01316,2023-12-16,150,Spring Appeal
DN00012644,D01316,2024-01-05,75,Year-End Giving
DN00012645,D01316,2024-02-21,1500,Back to School
DN00012646,D01316,2024-03-16,1000,Back to School
DN00012647,D01316,2024-04-28,150,Annual Gala
DN00012648,D01316,2024-05-01,2500,Spring Appeal
DN00012649,D01316,2024-06-20,100,Back to School
DN00012650,D01316,2024-07-04,250,Annual Gala
DN00012651,D01316,2024-08-22,1000,Year-End Giving
DN00012652,D01316,2024-09-20,2500,Back to School
DN00012653,D01316,2024-10-19,75,Spring Appeal
DN00012654,D01316,2024-11-26,50,Annual Gala
DN00012655,D01316,2024-12-13,25,Year-End Giving
DN00012656,D01316,2025-01-24,100,Summer Drive
DN00012657,D01316,2025-02-16,75,Year-End Giving
DN00012658,D01316,2025-03-13,50,Summer Drive
DN00012659,D01316,2025-04-15,250,Year-End Giving
DN00012660,D01316,2025-05-07,500,Year-End Giving
DN00012661,D01316,2025-06-04,25,Year-End Giving
DN00012662,D01316,2025-07-14,100,Spring Appeal
DN00012663,D01316,2025-08-13,150,Year-End Giving
DN00012664,D01316,2025-09-27,250,Spring Appeal
DN00012665,D01317,2023-09-26,75,Spring Appeal
DN00012666,D01317,2024-09-27,500,Spring Appeal
DN00012667,D01317,2025-09-09,1500,Year-End Giving
DN00012668,D01318,2023-05-26,75,Year-End Giving
DN00012669,D01318,2024-05-22,1000,Back to School
DN00012670,D01318,2025-05-28,500,Summer Drive
DN00012671,D01319,2023-01-09,25,Annual Gala
DN00012672,D01319,2023-04-07,150,Back to School
DN00012673,D01319,2023-07-01,75,Year-End Giving
DN00012674,D01319,2023-10-22,1000,Annual Gala
DN00012675,D01319,2024-01-01,250,Annual Gala
DN00012676,D01319,2024-04-15,250,Annual Gala
DN00012677,D01319,2024-07-04,500,Year-End Giving
DN00012678,D01319,2024-10-20,250,Back to School
DN00012679,D01319,2025-01-15,1000,Back to School
DN00012680,D01319,2025-04-02,1500,Year-End Giving
DN00012681,D01319,2025-07-24,500,Year-End Giving
DN00012682,D01320,2023-05-10,50,Annual Gala
DN00012683,D01320,2024-05-21,1000,Back to School
DN00012684,D01320,2025-05-11,150,Year-End Giving
DN00012685,D01321,2023-01-25,250,Spring Appeal
DN00012686,D01321,2023-02-10,100,Year-End Giving
DN00012687,D01321,2023-03-06,1500,Summer Drive
DN00012688,D01321,2023-04-21,150,Spring Appeal
DN00012689,D01321,2023-05-01,1500,Summer Drive
DN00012690,D01321,2023-06-19,75,Year-End Giving
DN00012691,D01321,2023-07-19,25,Summer Drive
DN00012692,D01321,2023-08-21,75,Spring Appeal
DN00012693,D01321,2023-09-01,50,Summer Drive
DN00012694,D01321,2023-10-19,250,Year-End Giving
DN00012695,D01321,2023-11-08,1000,Summer Drive
DN00012696,D01321,2023-12-09,2500,Year-End Giving
DN00012697,D01321,2024-01-27,50,Spring Appeal
DN00012698,D01321,2024-02-08,500,Summer Drive
DN00012699,D01321,2024-03-03,150,Year-End Giving
DN00012700,D01321,2024-04-04,1000,Summer Drive
DN00012701,D01321,2024-05-22,2500,Back to School
DN00012702,D01321,2024-06-14,2500,Summer Drive
DN00012703,D01321,2024-07-19,50,Annual Gala
DN00012704,D01321,2024-08-12,500,Year-End Giving
DN00012705,D01321,2024-09-11,75,Annual Gala
DN00012706,D01321,2024-10-14,250,Annual Gala
DN00012707,D01321,2024-11-20,150,Year-End Giving
DN00012708,D01321,2024-12-03,25,Spring Appeal
DN00012709,D01321,2025-01-20,75,Back to School
DN00012710,D01321,2025-02-02,150,Back to School
