youth_id,assessment_date,literacy_score,digital_learning_completion
Y0125,2024-10-15,64,53
Y0126,2024-10-15,56,40
Y0127,2024-10-15,73,68
Y0128,2024-10-15,81,78
Y0129,2024-10-15,78,58
Y0130,2024-10-15,73,54
Y0131,2024-10-15,82,74
Y0132,2024-10-15,69,55
Y0133,2024-10-15,60,57
Y0134,2024-10-15,70,52
Y0135,2024-10-15,65,58
Y0136,2024-10-15,63,47
Y0137,2024-10-15,78,70
Y0138,2024-10-15,73,55
Y0139,2024-10-15,81,62
Y0140,2024-10-15,61,53
Y0141,2024-10-15,63,49
Y0142,2024-10-15,83,73
Y0143,2024-10-15,64,62
Y0144,2024-10-15,78,72
Y0145,2024-10-15,58,41
Y0146,2024-10-15,69,53
Y0147,2024-10-15,65,48
Y0148,2024-10-15,78,65
Y0149,2024-10-15,66,66
Y0150,2024-10-15,63,55
Y0151,2024-10-15,64,48
Y0152,2024-10-15,70,64
Y0153,2024-10-15,80,76
Y0154,2024-10-15,71,52
Y0155,2024-10-15,59,47
Y0156,2024-10-15,64,44
Y0157,2024-10-15,61,58
Y0158,2024-10-15,73,56
Y0159,2024-10-15,79,60
Y0160,2024-10-15,56,47
Y0161,2024-10-15,80,60
Y0162,2024-10-15,62,49
Y0163,2024-10-15,68,64
Y0164,2024-10-15,65,55
Y0165,2024-10-15,63,45
Y0166,2024-10-15,85,68
Y0167,2024-10-15,65,60
Y0168,2024-10-15,66,51
Y0169,2024-10-15,71,71
Y0170,2024-10-15,67,65
Y0171,2024-10-15,63,63
Y0172,2024-10-15,68,57
Y0173,2024-10-15,68,56
Y0174,2024-10-15,77,75
Y0175,2024-10-15,67,47
Y0176,2024-10-15,70,54
Y0177,2024-10-15,76,72
Y0178,2024-10-15,58,53
Y0179,2024-10-15,75,56
Y0180,2024-10-15,64,48
Y0181,2024-10-15,75,63
Y0182,2024-10-15,71,69
Y0183,2024-10-15,65,65
Y0184,2024-10-15,62,54
Y0185,2024-10-15,81,71
Y0186,2024-10-15,67,47
Y0187,2024-10-15,65,65
Y0188,2024-10-15,59,54
Y0189,2024-10-15,59,51
Y0190,2024-10-15,71,54
Y0191,2024-10-15,61,41
Y0192,2024-10-15,74,62
Y0193,2024-10-15,64,64
Y0194,2024-10-15,75,67
Y0195,2024-10-15,71,51
Y0196,2024-10-15,65,56
Y0197,2024-10-15,72,59
Y0198,2024-10-15,56,39
Y0199,2024-10-15,71,59
Y0200,2024-10-15,58,58
Y0201,2024-10-15,67,57
Y0202,2024-10-15,68,59
Y0203,2024-10-15,61,46
Y0204,2024-10-15,84,68
Y0205,2024-10-15,69,55
Y0206,2024-10-15,83,76
Y0207,2024-10-15,76,66
Y0208,2024-10-15,85,81
Y0209,2024-10-15,68,52
Y0210,2024-10-15,77,73
Y0211,2024-10-15,77,71
Y0212,2024-10-15,73,60
Y0213,2024-10-15,64,55
Y0214,2024-10-15,80,72
Y0215,2024-10-15,77,62
Y0216,2024-10-15,79,61
Y0217,2024-10-15,62,52
Y0218,2024-10-15,75,70
Y0219,2024-10-15,72,52
Y0220,2024-10-15,63,47
Y0221,2024-10-15,79,65
Y0222,2024-10-15,58,48
Y0223,2024-10-15,63,60
Y0224,2024-10-15,60,56
Y0225,2024-10-15,72,71
Y0226,2024-10-15,83,65
Y0227,2024-10-15,61,42
Y0228,2024-10-15,73,64
Y0229,2024-10-15,83,82
Y0230,2024-10-15,58,46
Y0231,2024-10-15,74,62
Y0232,2024-10-15,67,66
Y0233,2024-10-15,71,71
Y0234,2024-10-15,78,72
Y0235,2024-10-15,68,56
Y0236,2024-10-15,70,64
Y0237,2024-10-15,59,43
Y0238,2024-10-15,68,63
Y0239,2024-10-15,62,44
Y0240,2024-10-15,75,74
Y0241,2024-10-15,65,54
Y0242,2024-10-15,75,70
Y0243,2024-10-15,64,50
Y0244,2024-10-15,73,53
Y0245,2024-10-15,64,61
Y0246,2024-10-15,77,65
Y0247,2024-10-15,75,61
Y0248,2024-10-15,80,71
Y0249,2024-10-15,73,63
Y0250,2024-10-15,67,47
Y0251,2024-10-15,69,64
Y0252,2024-10-15,83,64
Y0253,2024-10-15,58,57
Y0254,2024-10-15,66,54
Y0255,2024-10-15,63,58
Y0256,2024-10-15,68,61
Y0257,2024-10-15,76,73
Y0258,2024-10-15,71,58
Y0259,2024-10-15,78,78
Y0260,2024-10-15,66,63
Y0261,2024-10-15,61,43
Y0262,2024-10-15,64,64
Y0263,2024-10-15,75,66
Y0264,2024-10-15,71,68
Y0265,2024-10-15,70,62
Y0266,2024-10-15,62,51
Y0267,2024-10-15,72,68
Y0268,2024-10-15,82,79
Y0269,2024-10-15,67,49
Y0270,2024-10-15,63,48
Y0271,2024-10-15,73,70
Y0272,2024-10-15,61,50
Y0273,2024-10-15,65,45
Y0274,2024-10-15,63,46
Y0275,2024-10-15,74,54
Y0276,2024-10-15,60,46
Y0277,2024-10-15,64,58
Y0278,2024-10-15,75,71
Y0279,2024-10-15,60,54
Y0280,2024-10-15,75,58
Y0281,2024-10-15,67,57
Y0282,2024-10-15,67,50
Y0283,2024-10-15,66,51
Y0284,2024-10-15,77,59
Y0285,2024-10-15,80,67
Y0286,2024-10-15,54,52
Y0287,2024-10-15,65,47
Y0288,2024-10-15,74,69
Y0289,2024-10-15,57,40
Y0290,2024-10-15,77,63
Y0291,2024-10-15,84,70
Y0292,2024-10-15,64,46
Y0293,2024-10-15,63,53
Y0294,2024-10-15,52,49
Y0295,2024-10-15,70,68
Y0296,2024-10-15,68,68
Y0297,2024-10-15,58,43
Y0298,2024-10-15,73,71
Y0299,2024-10-15,63,44
Y0300,2024-10-15,70,62
Y0301,2024-10-15,72,62
Y0302,2024-10-15,60,56
Y0303,2024-10-15,81,69
Y0304,2024-10-15,75,67
Y0305,2024-10-15,58,40
Y0306,2024-10-15,64,49
Y0307,2024-10-15,63,58
Y0308,2024-10-15,73,59
Y0309,2024-10-15,60,50
Y0310,2024-10-15,81,68
Y0311,2024-10-15,59,54
Y0312,2024-10-15,73,68
Y0313,2024-10-15,69,60
Y0314,2024-10-15,76,75
Y0315,2024-10-15,58,48
Y0316,2024-10-15,65,60
Y0317,2024-10-15,74,65
Y0318,2024-10-15,71,67
Y0319,2024-10-15,80,62
Y0320,2024-10-15,52,52
Y0321,2024-10-15,66,51
Y0322,2024-10-15,60,60
Y0323,2024-10-15,79,62
Y0324,2024-10-15,59,43
Y0325,2024-10-15,70,64
Y0326,2024-10-15,54,53
Y0327,2024-10-15,80,64
Y0328,2024-10-15,71,57
Y0329,2024-10-15,69,59
Y0330,2024-10-15,76,61
Y0331,2024-10-15,78,76
Y0332,2024-10-15,57,42
Y0333,2024-10-15,69,59
Y0334,2024-10-15,67,63
Y0335,2024-10-15,65,56
Y0336,2024-10-15,63,44
Y0337,2024-10-15,66,46
Y0338,2024-10-15,73,64
Y0339,2024-10-15,58,52
Y0340,2024-10-15,75,61
Y0341,2024-10-15,57,41
Y0342,2024-10-15,71,59
Y0343,2024-10-15,62,62
Y0344,2024-10-15,82,64
Y0345,2024-10-15,59,50
Y0346,2024-10-15,61,51
Y0347,2024-10-15,83,64
Y0348,2024-10-15,78,74
Y0349,2024-10-15,79,76
Y0350,2024-10-15,72,71
Y0351,2024-10-15,67,47
Y0352,2024-10-15,63,48
Y0353,2024-10-15,62,53
Y0354,2024-10-15,66,56
Y0355,2024-10-15,79,64
Y0356,2024-10-15,83,78
Y0357,2024-10-15,77,76
Y0358,2024-10-15,60,41
Y0359,2024-10-15,70,55
Y0360,2024-10-15,59,51
Y0361,2024-10-15,76,64
Y0362,2024-10-15,81,72
Y0363,2024-10-15,63,58
Y0364,2024-10-15,66,66
Y0365,2024-10-15,55,51
Y0366,2024-10-15,63,57
Y0367,2024-10-15,71,52
Y0368,2024-10-15,79,62
Y0369,2024-10-15,64,64
Y0370,2024-10-15,80,67
Y0371,2024-10-15,76,62
Y0372,2024-10-15,53,43
Y0373,2024-10-15,57,56
Y0374,2024-10-15,61,49
Y0375,2024-10-15,74,62
Y0376,2024-10-15,72,60
Y0377,2024-10-15,70,68
Y0378,2024-10-15,60,52
Y0379,2024-10-15,67,61
Y0380,2024-10-15,59,59
Y0381,2024-10-15,55,40
Y0382,2024-10-15,62,45
Y0383,2024-10-15,62,46
Y0384,2024-10-15,64,61
Y0385,2024-10-15,64,61
Y0386,2024-10-15,55,54
Y0387,2024-10-15,56,43
Y0388,2024-10-15,67,56
Y0389,2024-10-15,73,64
Y0390,2024-10-15,66,51
Y0391,2024-10-15,58,41
Y0392,2024-10-15,56,47
Y0393,2024-10-15,67,60
Y0394,2024-10-15,76,57
Y0395,2024-10-15,57,47
Y0396,2024-10-15,77,64
Y0397,2024-10-15,78,65
Y0398,2024-10-15,57,43
Y0399,2024-10-15,84,74
Y0400,2024-10-15,55,41
Y0401,2024-10-15,82,62
Y0402,2024-10-15,56,56
Y0403,2024-10-15,60,48
Y0404,2024-10-15,60,56
Y0405,2024-10-15,74,57
Y0406,2024-10-15,69,63
Y0407,2024-10-15,52,32
Y0408,2024-10-15,72,55
Y0409,2024-10-15,51,45
Y0410,2024-10-15,64,50
Y0411,2024-10-15,58,50
Y0412,2024-10-15,75,72
Y0413,2024-10-15,56,42
Y0414,2024-10-15,60,40
Y0415,2024-10-15,75,68
Y0416,2024-10-15,56,40
Y0417,2024-10-15,64,56
Y0418,2024-10-15,77,64
Y0419,2024-10-15,67,57
Y0420,2024-10-15,77,62
Y0421,2024-10-15,55,51
Y0422,2024-10-15,74,67
Y0423,2024-10-15,83,72
Y0424,2024-10-15,64,60
Y0425,2024-10-15,74,69
Y0426,2024-10-15,70,65
Y0427,2024-10-15,79,77
Y0428,2024-10-15,77,67
Y0429,2024-10-15,72,54
Y0430,2024-10-15,68,65
Y0431,2024-10-15,57,38
Y0432,2024-10-15,71,58
Y0433,2024-10-15,79,79
Y0434,2024-10-15,71,64
Y0435,2024-10-15,75,65
Y0436,2024-10-15,83,68
Y0437,2024-10-15,81,77
Y0438,2024-10-15,81,65
Y0439,2024-10-15,60,45
Y0440,2024-10-15,56,52
Y0441,2024-10-15,64,63
Y0442,2024-10-15,63,62
Y0443,2024-10-15,72,57
Y0444,2024-10-15,66,55
Y0445,2024-10-15,58,45
Y0446,2024-10-15,57,37
Y0447,2024-10-15,77,57
Y0448,2024-10-15,62,55
Y0449,2024-10-15,74,59
Y0450,2024-10-15,77,77
Y0451,2024-10-15,70,60
Y0452,2024-10-15,72,52
Y0453,2024-10-15,76,64
Y0454,2024-10-15,84,78
Y0455,2024-10-15,72,64
Y0456,2024-10-15,75,58
Y0457,2024-10-15,65,46
Y0458,2024-10-15,68,48
Y0459,2024-10-15,62,54
Y0460,2024-10-15,64,56
Y0461,2024-10-15,64,61
Y0462,2024-10-15,75,64
Y0463,2024-10-15,54,51
Y0464,2024-10-15,56,52
Y0465,2024-10-15,74,72
Y0466,2024-10-15,75,60
Y0467,2024-10-15,74,67
Y0468,2024-10-15,82,81
Y0469,2024-10-15,77,58
Y0470,2024-10-15,59,53
Y0471,2024-10-15,67,47
Y0472,2024-10-15,77,61
Y0473,2024-10-15,72,68
Y0474,2024-10-15,70,69
Y0475,2024-10-15,59,44
Y0476,2024-10-15,82,63
Y0477,2024-10-15,83,76
Y0478,2024-10-15,68,67
Y0479,2024-10-15,77,69
Y0480,2024-10-15,61,50
Y0481,2024-10-15,65,60
Y0482,2024-10-15,69,59
Y0483,2024-10-15,62,57
Y0484,2024-10-15,68,66
Y0485,2024-10-15,73,68
Y0486,2024-10-15,60,40
Y0487,2024-10-15,73,63
Y0488,2024-10-15,76,70
Y0489,2024-10-15,60,45
Y0490,2024-10-15,76,63
Y0491,2024-10-15,69,67
Y0492,2024-10-15,78,63
Y0493,2024-10-15,57,37
Y0494,2024-10-15,67,60
Y0495,2024-10-15,62,58
Y0496,2024-10-15,69,57
Y0497,2024-10-15,68,52
Y0498,2024-10-15,55,48
Y0499,2024-10-15,65,52
Y0500,2024-10-15,79,60
Y0501,2024-10-15,74,58
Y0502,2024-10-15,70,53
Y0503,2024-10-15,57,38
Y0504,2024-10-15,80,65
Y0505,2024-10-15,67,60
Y0506,2024-10-15,78,67
Y0507,2024-10-15,75,71
Y0508,2024-10-15,61,45
Y0509,2024-10-15,74,59
Y0510,2024-10-15,77,75
Y0511,2024-10-15,82,68
Y0512,2024-10-15,60,56
Y0513,2024-10-15,73,54
Y0514,2024-10-15,77,62
Y0515,2024-10-15,60,45
Y0516,2024-10-15,77,70
Y0517,2024-10-15,60,43
Y0518,2024-10-15,66,63
Y0519,2024-10-15,55,47
Y0520,2024-10-15,81,80
Y0521,2024-10-15,72,54
Y0522,2024-10-15,72,52
Y0523,2024-10-15,60,42
Y0524,2024-10-15,76,59
Y0525,2024-10-15,60,41
Y0526,2024-10-15,58,56
Y0527,2024-10-15,77,65
Y0528,2024-10-15,69,59
Y0529,2024-10-15,62,52
Y0530,2024-10-15,60,44
Y0531,2024-10-15,83,71
Y0532,2024-10-15,67,54
Y0533,2024-10-15,58,51
Y0534,2024-10-15,70,70
Y0535,2024-10-15,66,58
Y0536,2024-10-15,79,65
Y0537,2024-10-15,65,62
Y0538,2024-10-15,66,53
Y0539,2024-10-15,58,57
Y0540,2024-10-15,73,58
Y0541,2024-10-15,56,49
Y0542,2024-10-15,57,48
Y0543,2024-10-15,64,63
Y0544,2024-10-15,77,62
Y0545,2024-10-15,79,70
Y0546,2024-10-15,69,61
Y0547,2024-10-15,64,58
Y0548,2024-10-15,60,41
Y0549,2024-10-15,72,53
Y0550,2024-10-15,70,58
Y0551,2024-10-15,56,47
Y0552,2024-10-15,52,33
Y0553,2024-10-15,63,46
Y0554,2024-10-15,66,58
Y0555,2024-10-15,78,72
Y0556,2024-10-15,70,56
Y0557,2024-10-15,60,50
Y0558,2024-10-15,76,66
Y0559,2024-10-15,83,73
Y0560,2024-10-15,59,59
Y0561,2024-10-15,70,50
Y0562,2024-10-15,52,45
Y0563,2024-10-15,71,60
Y0564,2024-10-15,59,44
Y0565,2024-10-15,57,56
Y0566,2024-10-15,69,56
Y0567,2024-10-15,76,69
Y0568,2024-10-15,69,58
Y0569,2024-10-15,75,56
Y0570,2024-10-15,81,75
Y0571,2024-10-15,76,63
Y0572,2024-10-15,58,58
Y0573,2024-10-15,57,56
Y0574,2024-10-15,63,47
Y0575,2024-10-15,72,65
Y0576,2024-10-15,55,43
Y0577,2024-10-15,80,60
Y0578,2024-10-15,75,75
Y0579,2024-10-15,62,61
Y0580,2024-10-15,67,63
Y0581,2024-10-15,78,64
Y0582,2024-10-15,67,53
Y0583,2024-10-15,68,51
Y0584,2024-10-15,65,61
Y0585,2024-10-15,76,72
Y0586,2024-10-15,72,67
Y0587,2024-10-15,61,49
Y0588,2024-10-15,74,55
Y0589,2024-10-15,72,65
Y0590,2024-10-15,73,69
Y0591,2024-10-15,64,49
Y0592,2024-10-15,61,43
Y0593,2024-10-15,66,50
Y0594,2024-10-15,79,77
Y0595,2024-10-15,64,45
Y0596,2024-10-15,77,64
Y0597,2024-10-15,66,46
Y0598,2024-10-15,74,68
Y0599,2024-10-15,62,47
Y0600,2024-10-15,60,56
Y0601,2024-10-15,55,42
Y0602,2024-10-15,64,49
Y0603,2024-10-15,63,45
Y0604,2024-10-15,71,51
Y0605,2024-10-15,71,62
Y0606,2024-10-15,69,62
Y0607,2024-10-15,52,45
Y0608,2024-10-15,58,50
Y0609,2024-10-15,57,54
Y0610,2024-10-15,57,39
Y0611,2024-10-15,77,75
Y0612,2024-10-15,65,58
Y0613,2024-10-15,67,47
Y0614,2024-10-15,74,62
Y0615,2024-10-15,77,73
Y0616,2024-10-15,71,57
Y0617,2024-10-15,79,74
Y0618,2024-10-15,64,57
Y0619,2024-10-15,65,54
Y0620,2024-10-15,73,69
Y0621,2024-10-15,56,39
Y0622,2024-10-15,62,47
Y0623,2024-10-15,58,38
Y0624,2024-10-15,59,53
Y0625,2024-10-15,66,59
Y0626,2024-10-15,58,41
Y0627,2024-10-15,66,65
Y0628,2024-10-15,66,48
Y0629,2024-10-15,83,66
Y0630,2024-10-15,60,52
Y0631,2024-10-15,84,64
Y0632,2024-10-15,78,58
Y0633,2024-10-15,61,50
Y0634,2024-10-15,53,43
Y0635,2024-10-15,73,57
Y0636,2024-10-15,77,67
Y0637,2024-10-15,71,67
Y0638,2024-10-15,60,56
Y0639,2024-10-15,66,63
Y0640,2024-10-15,68,49
Y0641,2024-10-15,66,65
Y0642,2024-10-15,72,69
Y0643,2024-10-15,61,60
Y0644,2024-10-15,59,58
Y0645,2024-10-15,60,42
Y0646,2024-10-15,84,66
Y0647,2024-10-15,68,57
Y0648,2024-10-15,73,62
Y0649,2024-10-15,76,64
Y0650,2024-10-15,67,57
Y0651,2024-10-15,68,48
Y0652,2024-10-15,65,65
Y0653,2024-10-15,76,60
Y0654,2024-10-15,57,46
Y0655,2024-10-15,55,50
Y0656,2024-10-15,53,45
Y0657,2024-10-15,81,68
Y0658,2024-10-15,80,68
Y0659,2024-10-15,70,67
Y0660,2024-10-15,76,60
Y0661,2024-10-15,83,83
Y0662,2024-10-15,78,68
Y0663,2024-10-15,70,57
Y0664,2024-10-15,59,51
Y0665,2024-10-15,63,47
Y0666,2024-10-15,72,60
Y0667,2024-10-15,65,48
Y0668,2024-10-15,83,63
Y0669,2024-10-15,67,60
Y0670,2024-10-15,63,54
Y0671,2024-10-15,53,34
Y0672,2024-10-15,65,52
Y0673,2024-10-15,62,47
Y0674,2024-10-15,74,64
Y0675,2024-10-15,56,47
Y0676,2024-10-15,76,70
Y0677,2024-10-15,80,76
Y0678,2024-10-15,53,44
Y0679,2024-10-15,71,53
Y0680,2024-10-15,58,48
Y0681,2024-10-15,67,67
Y0682,2024-10-15,69,63
Y0683,2024-10-15,67,59
Y0684,2024-10-15,59,41
Y0685,2024-10-15,73,63
Y0686,2024-10-15,54,37
Y0687,2024-10-15,59,47
Y0688,2024-10-15,80,75
Y0689,2024-10-15,83,81
Y0690,2024-10-15,59,56
Y0691,2024-10-15,59,47
Y0692,2024-10-15,78,61
Y0693,2024-10-15,63,51
Y0694,2024-10-15,57,44
Y0695,2024-10-15,67,67
Y0696,2024-10-15,59,52
Y0697,2024-10-15,75,69
Y0698,2024-10-15,73,61
Y0699,2024-10-15,72,65
Y0700,2024-10-15,79,76
Y0701,2024-10-15,72,52
Y0702,2024-10-15,68,61
Y0703,2024-10-15,64,49
Y0704,2024-10-15,76,57
Y0705,2024-10-15,82,70
Y0706,2024-10-15,67,47
Y0707,2024-10-15,58,46
Y0708,2024-10-15,75,70
Y0709,2024-10-15,72,58
Y0710,2024-10-15,54,35
Y0711,2024-10-15,77,76
Y0712,2024-10-15,63,45
Y0713,2024-10-15,68,52
Y0714,2024-10-15,75,69
Y0715,2024-10-15,73,58
Y0716,2024-10-15,77,63
Y0717,2024-10-15,70,58
Y0718,2024-10-15,80,73
Y0719,2024-10-15,76,58
Y0720,2024-10-15,64,52
Y0721,2024-10-15,66,56
Y0722,2024-10-15,73,55
Y0723,2024-10-15,79,77
Y0724,2024-10-15,63,52
Y0725,2024-10-15,64,49
Y0726,2024-10-15,72,62
Y0727,2024-10-15,64,63
Y0728,2024-10-15,65,49
Y0729,2024-10-15,69,68
Y0730,2024-10-15,79,71
Y0731,2024-10-15,63,51
Y0732,2024-10-15,68,51
Y0733,2024-10-15,67,56
Y0734,2024-10-15,70,64
Y0735,2024-10-15,58,51
Y0736,2024-10-15,74,57
Y0737,2024-10-15,63,45
Y0738,2024-10-15,75,59
Y0739,2024-10-15,72,68
Y0740,2024-10-15,80,79
Y0741,2024-10-15,65,53
Y0742,2024-10-15,70,68
Y0743,2024-10-15,74,68
Y0744,2024-10-15,73,61
Y0745,2024-10-15,70,59
Y0746,2024-10-15,65,53
Y0747,2024-10-15,55,48
Y0748,2024-10-15,61,52
Y0749,2024-10-15,74,69
Y0750,2024-10-15,61,42
Y0751,2024-10-15,84,74
Y0752,2024-10-15,62,54
Y0753,2024-10-15,78,76
Y0754,2024-10-15,58,49
Y0755,2024-10-15,62,62
Y0756,2024-10-15,60,49
Y0757,2024-10-15,65,65
Y0758,2024-10-15,64,61
Y0759,2024-10-15,75,61
Y0760,2024-10-15,55,44
Y0761,2024-10-15,73,56
Y0762,2024-10-15,68,59
Y0763,2024-10-15,61,41
Y0764,2024-10-15,63,56
Y0765,2024-10-15,60,54
Y0766,2024-10-15,74,69
Y0767,2024-10-15,66,60
Y0768,2024-10-15,59,45
Y0769,2024-10-15,81,62
Y0770,2024-10-15,66,54
Y0771,2024-10-15,57,48
Y0772,2024-10-15,65,59
Y0773,2024-10-15,58,52
Y0774,2024-10-15,56,52
Y0775,2024-10-15,63,52
Y0776,2024-10-15,76,66
Y0777,2024-10-15,79,65
Y0778,2024-10-15,82,63
Y0779,2024-10-15,64,63
Y0780,2024-10-15,66,62
Y0781,2024-10-15,60,44
Y0782,2024-10-15,62,46
Y0783,2024-10-15,72,60
Y0784,2024-10-15,78,63
Y0785,2024-10-15,58,41
Y0786,2024-10-15,65,54
Y0787,2024-10-15,75,55
Y0788,2024-10-15,57,49
Y0789,2024-10-15,69,56
Y0790,2024-10-15,72,67
Y0791,2024-10-15,77,66
Y0792,2024-10-15,76,72
Y0793,2024-10-15,75,72
Y0794,2024-10-15,61,45
Y0795,2024-10-15,65,47
Y0796,2024-10-15,72,65
Y0797,2024-10-15,57,43
Y0798,2024-10-15,69,68
Y0799,2024-10-15,53,46
Y0800,2024-10-15,75,60
Y0801,2024-10-15,59,55
Y0802,2024-10-15,68,62
Y0803,2024-10-15,67,63
Y0804,2024-10-15,66,66
Y0805,2024-10-15,61,55
Y0806,2024-10-15,75,69
Y0807,2024-10-15,54,52
Y0808,2024-10-15,70,56
Y0809,2024-10-15,51,37
Y0810,2024-10-15,55,45
Y0811,2024-10-15,71,70
Y0812,2024-10-15,57,47
Y0813,2024-10-15,76,58
Y0814,2024-10-15,66,62
Y0815,2024-10-15,79,76
Y0816,2024-10-15,63,57
Y0817,2024-10-15,61,59
Y0818,2024-10-15,64,57
Y0819,2024-10-15,70,64
Y0820,2024-10-15,76,70
Y0821,2024-10-15,51,50
Y0822,2024-10-15,80,78
Y0823,2024-10-15,69,64
Y0824,2024-10-15,73,56
Y0825,2024-10-15,61,58
Y0826,2024-10-15,75,72
Y0827,2024-10-15,69,64
Y0828,2024-10-15,62,60
Y0829,2024-10-15,67,58
Y0830,2024-10-15,72,55
Y0831,2024-10-15,74,70
Y0832,2024-10-15,54,44
Y0833,2024-10-15,63,48
Y0834,2024-10-15,77,66
Y0835,2024-10-15,64,59
Y0836,2024-10-15,68,48
Y0837,2024-10-15,78,63
Y0838,2024-10-15,80,67
Y0839,2024-10-15,61,54
Y0840,2024-10-15,74,74
Y0841,2024-10-15,76,73
Y0842,2024-10-15,80,74
Y0843,2024-10-15,71,63
Y0844,2024-10-15,76,66
Y0845,2024-10-15,62,58
Y0846,2024-10-15,76,72
Y0847,2024-10-15,72,59
Y0848,2024-10-15,65,45
Y0849,2024-10-15,66,46
Y0850,2024-10-15,65,54
Y0851,2024-10-15,79,77
Y0852,2024-10-15,79,61
Y0853,2024-10-15,73,60
Y0854,2024-10-15,62,52
Y0855,2024-10-15,72,63
Y0856,2024-10-15,67,56
Y0857,2024-10-15,69,52
Y0858,2024-10-15,83,76
Y0859,2024-10-15,61,47
Y0860,2024-10-15,64,47
Y0861,2024-10-15,75,56
Y0862,2024-10-15,55,51
Y0863,2024-10-15,53,34
Y0864,2024-10-15,70,61
Y0865,2024-10-15,57,48
Y0866,2024-10-15,57,40
Y0867,2024-10-15,68,48
Y0868,2024-10-15,84,74
Y0869,2024-10-15,57,51
Y0870,2024-10-15,73,60
Y0871,2024-10-15,63,63
Y0872,2024-10-15,67,58
Y0873,2024-10-15,55,53
Y0874,2024-10-15,58,52
Y0875,2024-10-15,72,55
Y0876,2024-10-15,71,64
Y0877,2024-10-15,66,53
Y0878,2024-10-15,55,51
Y0879,2024-10-15,58,44
Y0880,2024-10-15,85,77
Y0881,2024-10-15,56,43
Y0882,2024-10-15,80,78
Y0883,2024-10-15,52,35
Y0884,2024-10-15,54,40
Y0885,2024-10-15,58,48
Y0886,2024-10-15,79,61
Y0887,2024-10-15,83,83
Y0888,2024-10-15,77,60
Y0889,2024-10-15,70,53
Y0890,2024-10-15,67,47
Y0891,2024-10-15,73,53
Y0892,2024-10-15,83,63
Y0893,2024-10-15,59,41
Y0894,2024-10-15,56,38
Y0895,2024-10-15,63,48
Y0896,2024-10-15,68,55
Y0897,2024-10-15,59,46
Y0898,2024-10-15,61,43
Y0899,2024-10-15,55,47
Y0900,2024-10-15,66,48
Y0901,2024-10-15,57,48
Y0902,2024-10-15,65,47
Y0903,2024-10-15,60,55
Y0904,2024-10-15,70,65
Y0905,2024-10-15,73,67
Y0906,2024-10-15,64,51
Y0907,2024-10-15,58,40
Y0908,2024-10-15,58,40
Y0909,2024-10-15,74,58
Y0910,2024-10-15,71,53
Y0911,2024-10-15,68,50
Y0912,2024-10-15,59,46
Y0913,2024-10-15,71,51
Y0914,2024-10-15,80,69
Y0915,2024-10-15,54,39
Y0916,2024-10-15,59,43
Y0917,2024-10-15,68,51
Y0918,2024-10-15,69,63
Y0919,2024-10-15,60,51
Y0920,2024-10-15,68,60
Y0921,2024-10-15,74,60
Y0922,2024-10-15,73,56
Y0923,2024-10-15,66,50
Y0924,2024-10-15,78,60
Y0925,2024-10-15,83,72
Y0926,2024-10-15,55,47
Y0927,2024-10-15,78,68
Y0928,2024-10-15,73,58
Y0929,2024-10-15,75,68
Y0930,2024-10-15,61,48
Y0931,2024-10-15,78,69
Y0932,2024-10-15,60,41
Y0933,2024-10-15,73,65
Y0934,2024-10-15,67,61
Y0935,2024-10-15,55,51
Y0936,2024-10-15,68,56
Y0937,2024-10-15,62,45
Y0938,2024-10-15,64,51
Y0939,2024-10-15,63,55
Y0940,2024-10-15,78,60
Y0941,2024-10-15,69,64
Y0942,2024-10-15,84,72
Y0943,2024-10-15,80,72
Y0944,2024-10-15,58,49
Y0945,2024-10-15,77,61
Y0946,2024-10-15,74,70
Y0947,2024-10-15,61,42
Y0948,2024-10-15,65,59
Y0949,2024-10-15,66,46
Y0950,2024-10-15,67,50
Y0951,2024-10-15,71,68
Y0952,2024-10-15,73,57
Y0953,2024-10-15,57,55
Y0954,2024-10-15,63,54
Y0955,2024-10-15,71,63
Y0956,2024-10-15,59,59
Y0957,2024-10-15,73,68
Y0958,2024-10-15,56,38
Y0959,2024-10-15,61,47
Y0960,2024-10-15,70,52
Y0961,2024-10-15,73,58
Y0962,2024-10-15,79,67
Y0963,2024-10-15,63,47
Y0964,2024-10-15,73,58
Y0965,2024-10-15,59,54
Y0966,2024-10-15,62,42
Y0967,2024-10-15,63,51
Y0968,2024-10-15,67,58
Y0969,2024-10-15,63,57
Y0970,2024-10-15,79,73
Y0971,2024-10-15,72,60
Y0972,2024-10-15,69,61
Y0973,2024-10-15,65,55
Y0974,2024-10-15,57,57
Y0975,2024-10-15,61,58
Y0976,2024-10-15,56,36
Y0977,2024-10-15,78,61
Y0978,2024-10-15,58,53
Y0979,2024-10-15,70,61
Y0980,2024-10-15,78,59
Y0981,2024-10-15,74,67
Y0982,2024-10-15,76,71
Y0983,2024-10-15,60,52
Y0984,2024-10-15,69,69
Y0985,2024-10-15,78,72
Y0986,2024-10-15,68,62
Y0987,2024-10-15,77,75
Y0988,2024-10-15,70,61
Y0989,2024-10-15,72,56
Y0990,2024-10-15,67,47
Y0991,2024-10-15,65,54
Y0992,2024-10-15,59,55
Y0993,2024-10-15,72,72
Y0994,2024-10-15,78,78
Y0995,2024-10-15,63,50
Y0996,2024-10-15,54,46
Y0997,2024-10-15,58,58
