date_key,customer_key,product_key,territory_key,volume_raw,dn_rev,net_revenue,total_cogs,base_cogs,ip_cogs,ps_cogs,cma_on_invoice,cma_non_invoice,lmp_funding,authorized_revenue,purchase_transactions,consumption_transactions
890,1370,143,1,2.00,25.20,26.30,19.64,15.15,4.73,14.91,0.00,1.10,0.00,26.30,4,48
848,7756,106,1,1.00,35.06,36.00,28.98,28.98,0.00,28.98,0.00,0.94,0.00,36.00,4,24
778,6428,61,5,2.00,38.88,39.02,29.58,29.58,0.00,29.58,0.00,0.14,0.00,39.02,24,24
1086,1524,99,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
820,2133,22,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
820,893,39,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1086,1369,131,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
729,5593,28,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
771,5713,51,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
820,2247,75,5,-1.58,-29.88,-29.88,-20.36,-20.36,0.00,-20.36,-0.79,0.00,0.00,-30.67,-18,-18
848,115,22,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
974,5495,51,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1072,1204,47,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
785,876,134,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
883,3980,19,2,4.00,127.80,128.64,101.32,101.32,0.00,101.32,0.00,0.84,0.00,128.64,48,48
911,7685,35,4,2.00,62.76,70.84,71.66,37.18,28.67,42.99,4.00,8.08,0.00,88.80,48,48
729,7839,116,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1072,649,39,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
967,4293,149,3,4.00,35.66,33.12,45.30,34.62,10.60,34.70,0.00,-2.54,0.00,33.12,4,72
848,4889,75,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
855,3747,19,5,2.00,69.50,69.50,50.66,50.66,0.00,50.66,0.00,0.00,0.00,75.70,24,24
939,6509,108,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
876,4052,88,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
862,7130,83,4,4.00,66.48,72.32,56.60,56.60,0.00,56.60,0.00,5.84,0.00,72.32,12,96
855,6045,11,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1086,7103,49,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
890,349,43,2,1.00,31.24,31.24,11.63,11.63,0.00,11.63,0.00,0.00,0.00,31.24,4,24
799,7147,21,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
890,1807,9,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
827,1052,113,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
848,3001,51,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
967,7686,58,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
890,7293,82,2,-7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7,-7
785,6796,11,5,1.00,20.33,22.08,19.24,10.83,6.91,12.33,0.00,1.75,0.00,48.00,12,12
974,4860,5,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
876,6968,46,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1072,1918,74,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
848,3878,46,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
771,7924,21,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
743,1676,93,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
792,5981,93,2,2.00,26.60,26.60,23.86,18.73,5.29,18.56,0.00,0.00,0.00,26.60,8,48
1030,9232,11,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
799,5272,46,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
750,7467,95,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
792,6326,50,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
967,3411,2,4,64.00,309.76,307.20,205.76,205.76,0.00,205.76,0.00,-2.56,0.00,307.20,64,1536
834,5435,13,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1086,6696,88,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
946,6106,74,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
729,4865,137,3,0.00,1.85,1.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.85,0,0
1079,1614,37,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1065,7564,117,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
883,157,82,4,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22,22
862,5847,29,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
827,985,88,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
785,4330,24,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
876,3971,31,1,1.00,20.79,20.79,23.42,10.40,9.50,13.93,0.00,0.00,0.00,20.79,2,12
967,2240,136,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
757,826,84,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1030,7055,84,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
729,4851,82,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
750,1145,25,3,1.00,34.75,34.75,21.83,21.83,0.00,21.83,0.00,0.00,0.00,37.85,12,12
743,3402,32,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
883,1578,32,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1086,3627,11,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
834,2057,135,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
792,1928,35,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
743,4339,13,3,1.00,37.25,39.25,34.23,24.79,12.66,21.57,0.00,2.00,0.00,39.25,24,24
848,2126,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1058,1320,39,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
799,8424,63,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1086,6719,146,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
806,2429,9,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1030,1992,97,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
820,8927,69,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
799,2462,17,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
792,7957,38,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1072,6579,20,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
974,1644,14,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
862,7499,50,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
792,1310,47,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
855,440,7,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
883,3137,84,4,2.00,37.36,37.36,32.50,32.14,0.00,32.50,0.00,0.00,0.00,37.36,24,24
799,5568,82,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
946,5752,51,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
883,2408,45,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
834,2403,17,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
771,8547,7,1,1.00,23.62,23.62,10.42,6.70,2.72,7.71,0.00,0.00,0.00,35.73,24,24
939,7781,49,1,3.00,68.76,68.76,39.22,27.48,12.91,26.32,0.00,0.00,0.00,77.40,24,24
967,3188,135,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
757,387,49,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
911,3245,142,5,1.00,20.50,20.50,15.31,10.33,4.08,11.23,0.00,0.00,0.00,72.00,24,24
883,1674,19,5,6.00,208.50,208.50,154.19,154.19,0.00,154.19,0.00,0.00,0.00,227.10,72,72
939,5754,58,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
820,4711,58,3,1.00,10.81,11.08,6.50,6.50,0.00,6.50,2.38,0.27,0.00,60.00,12,12
1002,2567,38,4,-2.00,-25.44,-27.44,-19.54,-14.98,-5.13,-14.40,0.00,-2.00,0.00,-27.44,-4,-48
764,5264,16,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
876,908,61,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
764,1551,17,1,6.00,257.76,257.76,202.62,202.62,0.00,202.62,0.00,0.00,0.00,257.76,144,144
1072,5082,19,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
967,4714,40,3,26.00,323.18,339.04,267.40,212.37,64.31,203.08,0.00,15.86,0.00,339.04,26,624
827,340,46,2,30.00,666.60,989.10,441.48,327.78,132.65,308.82,0.00,322.50,0.00,1620.00,720,720
862,260,46,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
911,3674,13,2,2.00,72.22,72.22,72.56,49.51,27.41,45.16,0.00,0.00,0.00,144.00,48,48
890,543,143,4,14.00,176.38,237.16,154.48,126.23,35.10,119.38,0.00,60.78,0.00,237.16,28,336
792,1934,50,3,2.00,24.92,28.24,21.73,19.69,4.96,16.77,0.00,3.32,0.00,28.24,16,16
785,7742,13,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
974,3795,19,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
785,7215,142,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1072,4730,78,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
911,7551,82,1,-4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4,-4
778,1554,135,1,1.00,31.97,34.40,22.88,22.88,0.00,22.88,0.00,2.43,0.00,34.40,24,24
792,840,77,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
848,7193,113,2,2.00,51.04,51.04,36.85,24.13,9.58,27.27,4.00,0.00,0.00,55.04,48,48
876,6595,21,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
736,7604,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
890,4117,46,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
876,4298,84,3,1.00,21.93,21.93,16.33,16.33,0.00,16.33,2.50,0.00,0.00,27.90,12,12
750,5724,61,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
799,6567,51,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
855,8052,59,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
967,6946,29,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
848,1785,134,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
764,6725,32,5,1.00,18.98,24.36,20.98,11.42,8.33,12.65,0.00,5.38,0.00,24.36,12,12
939,6770,3,5,48.00,272.97,340.80,206.97,206.97,0.00,206.97,0.00,67.83,0.00,340.80,48,1536
729,7827,47,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
939,5781,51,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
736,310,49,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1072,8679,31,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
974,7924,6,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
806,2031,137,1,0.00,3.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0,0
743,6724,84,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
876,3240,6,1,1.00,11.23,12.84,6.98,5.85,1.29,5.69,0.00,1.61,0.00,12.84,12,12
834,3419,79,3,3.00,37.86,44.79,45.71,31.83,16.61,29.09,0.00,6.93,0.00,44.79,36,36
729,7361,82,1,-87.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-87,-87
1065,8465,127,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
918,1791,83,1,1.00,18.25,18.94,14.15,14.15,0.00,14.15,0.00,0.69,0.00,18.94,3,24
918,5843,60,5,1.00,13.35,13.05,16.55,11.01,5.86,10.69,0.00,-0.30,0.00,13.05,1,12
778,3894,33,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
743,4693,50,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1065,1687,46,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
946,842,9,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1030,1675,73,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
729,3345,11,4,8.00,160.72,160.72,152.62,86.64,54.63,97.99,0.00,0.00,0.00,196.40,96,96
778,5777,32,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
855,6997,82,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
974,7310,142,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
890,7736,97,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
729,7448,42,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
764,7178,14,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
827,4913,78,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
946,1635,76,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
792,4223,49,3,3.00,61.47,61.47,37.61,30.97,12.23,25.37,0.00,0.00,0.00,61.47,24,24
778,4710,59,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1058,139,132,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
764,8315,32,1,0.00,-0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.00,0.00,0,0
827,8381,82,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
883,5478,15,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
736,7826,9,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
799,7571,25,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1065,6791,40,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
799,1556,79,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
827,4725,39,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
890,5992,145,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
855,6453,45,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1065,5681,45,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
764,2294,39,4,2.00,32.26,32.26,25.27,19.09,6.06,19.22,0.00,0.00,0.00,34.28,4,60
750,4456,84,3,4.00,82.08,82.08,64.28,64.28,0.00,64.28,0.00,0.00,0.00,82.08,48,48
974,376,46,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
946,1897,11,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1002,3813,21,5,1.00,39.57,39.57,33.77,33.77,0.00,33.77,0.00,0.00,0.00,39.57,24,24
820,4398,31,3,1.00,15.87,18.20,19.01,11.05,6.96,12.04,0.00,2.33,0.00,18.20,2,12
946,4795,33,3,1.00,39.42,42.00,40.94,19.25,17.30,23.65,0.00,2.58,0.00,42.00,24,24
743,1761,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
967,318,135,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
820,1869,126,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
974,2445,72,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
736,6309,76,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
778,4922,74,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
792,1975,117,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
778,6936,80,4,11.00,333.93,335.28,282.70,282.70,0.00,282.70,0.00,1.35,0.00,335.28,132,132
1072,4614,135,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
848,6869,148,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
974,8648,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1079,4370,142,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
820,7311,38,4,243.00,3300.42,4043.52,2378.23,1893.42,632.82,1745.42,0.00,743.10,0.00,4043.52,486,5832
939,2404,22,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1058,7704,32,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1079,4272,11,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
785,7445,80,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
750,5606,84,2,1.00,18.43,18.60,16.07,16.07,0.00,16.07,0.00,0.17,0.00,18.60,12,12
862,5059,143,3,33.00,438.96,593.34,346.57,260.96,87.35,259.21,0.00,154.38,0.00,593.34,66,792
799,4927,131,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1002,9178,16,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
918,2449,44,1,-1.00,-16.82,-17.52,-13.01,-9.20,-3.16,-9.86,0.00,-0.70,0.00,-17.52,-3,-24
1079,2550,18,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1058,4709,21,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
855,8137,68,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
827,7015,20,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
750,685,19,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
876,6972,35,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
939,4926,85,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
771,2791,46,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
743,4405,61,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
939,6940,88,4,33.00,533.16,618.75,546.96,391.05,158.46,388.51,0.00,85.59,0.00,618.75,495,495
1065,8994,150,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
967,2807,114,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1030,2257,145,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
974,7447,55,1,2.00,24.78,26.00,18.39,12.84,4.65,13.74,2.00,1.22,0.00,28.00,8,48
1072,8931,50,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
778,1423,45,1,1.00,20.57,27.52,15.04,10.94,4.32,10.72,0.00,6.95,0.00,34.25,24,24
736,5718,20,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
876,8860,49,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
729,2880,51,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
778,5727,74,2,1.00,26.34,26.34,16.71,9.73,5.24,11.47,1.00,0.00,0.00,44.60,24,24
883,6159,4,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
771,1462,124,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1072,1346,46,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
974,2815,99,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
771,1502,35,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
799,5301,117,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
757,2239,21,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
785,4768,20,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
855,6463,7,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
974,4342,82,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
785,5441,40,5,190.00,2462.16,2509.90,1988.94,1549.83,489.97,1498.97,0.00,47.74,0.00,2565.00,190,4560
1030,3547,33,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
848,5635,50,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
918,5698,148,2,4.00,98.84,98.84,74.92,74.92,0.00,74.92,0.00,0.00,0.00,98.84,60,60
918,5072,64,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
862,8238,14,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
946,8017,124,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
785,1664,16,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1086,6388,82,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
757,3103,51,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
799,4020,33,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
827,2867,29,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1058,4681,107,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
974,270,146,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
876,4157,145,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
820,5158,131,3,1.00,23.39,23.39,16.99,16.99,0.00,16.99,0.00,0.00,0.00,27.90,12,12
876,2085,46,5,7.00,251.65,251.65,136.34,65.32,50.08,86.26,0.00,0.00,0.00,312.20,168,168
