GradeFactKey,EnrollmentKey,StudentKey,CourseKey,ProfessorKey,OfferingKey,GradeDateKey,AcademicYear,Quarter,QuarterNumber,AttemptedCredits,EarnedCredits,LetterGrade,GradePoints,GradeStatus,PassFlag
642,642,468,15,4,32,20230326,2023,Winter,1,3,3,B-,2.7,Completed,Yes
643,643,121,15,4,32,20230326,2023,Winter,1,3,0,W,,Withdrawn,No
644,644,396,15,4,32,20230326,2023,Winter,1,3,3,A-,3.7,Completed,Yes
645,645,43,15,4,32,20230326,2023,Winter,1,3,0,IP,,In Progress,Pending
646,646,277,15,4,32,20230326,2023,Winter,1,3,3,A-,3.7,Completed,Yes
647,647,13,15,4,32,20230326,2023,Winter,1,3,3,A-,3.7,Completed,Yes
648,648,238,15,4,32,20230326,2023,Winter,1,3,3,B-,2.7,Completed,Yes
649,649,318,15,4,32,20230326,2023,Winter,1,3,3,A-,3.7,Completed,Yes
650,650,194,15,4,32,20230326,2023,Winter,1,3,3,B+,3.3,Completed,Yes
651,651,489,15,4,32,20230326,2023,Winter,1,3,3,C,2.0,Completed,Yes
652,652,46,15,4,32,20230326,2023,Winter,1,3,3,C+,2.3,Completed,Yes
653,653,162,15,4,32,20230326,2023,Winter,1,3,3,B-,2.7,Completed,Yes
654,654,351,15,4,32,20230326,2023,Winter,1,3,3,C+,2.3,Completed,Yes
655,655,236,15,4,32,20230326,2023,Winter,1,3,3,C,2.0,Completed,Yes
656,656,264,15,4,32,20230326,2023,Winter,1,3,3,C,2.0,Completed,Yes
657,657,63,15,4,32,20230326,2023,Winter,1,3,3,C+,2.3,Completed,Yes
658,658,273,15,4,32,20230326,2023,Winter,1,3,0,W,,Withdrawn,No
659,659,494,6,7,33,20230618,2023,Spring,2,3,3,C+,2.3,Completed,Yes
660,660,277,6,7,33,20230618,2023,Spring,2,3,0,W,,Withdrawn,No
661,661,339,6,7,33,20230618,2023,Spring,2,3,0,W,,Withdrawn,No
662,662,78,6,7,33,20230618,2023,Spring,2,3,3,A,4.0,Completed,Yes
663,663,389,6,7,33,20230618,2023,Spring,2,3,3,B-,2.7,Completed,Yes
664,664,227,6,7,33,20230618,2023,Spring,2,3,3,C,2.0,Completed,Yes
665,665,250,6,7,33,20230618,2023,Spring,2,3,3,B-,2.7,Completed,Yes
666,666,351,6,7,33,20230618,2023,Spring,2,3,0,IP,,In Progress,Pending
667,667,114,6,7,33,20230618,2023,Spring,2,3,0,IP,,In Progress,Pending
668,668,487,6,7,33,20230618,2023,Spring,2,3,0,W,,Withdrawn,No
669,669,293,6,7,33,20230618,2023,Spring,2,3,3,B+,3.3,Completed,Yes
670,670,342,6,7,33,20230618,2023,Spring,2,3,3,A-,3.7,Completed,Yes
671,671,438,6,7,33,20230618,2023,Spring,2,3,3,C+,2.3,Completed,Yes
672,672,356,6,7,33,20230618,2023,Spring,2,3,3,C,2.0,Completed,Yes
673,673,242,6,7,33,20230618,2023,Spring,2,3,3,B+,3.3,Completed,Yes
674,674,200,6,7,33,20230618,2023,Spring,2,3,3,C+,2.3,Completed,Yes
675,675,447,6,7,33,20230618,2023,Spring,2,3,3,C,2.0,Completed,Yes
676,676,436,6,7,33,20230618,2023,Spring,2,3,0,IP,,In Progress,Pending
677,677,110,6,7,33,20230618,2023,Spring,2,3,3,B+,3.3,Completed,Yes
678,678,483,6,7,33,20230618,2023,Spring,2,3,0,IP,,In Progress,Pending
679,679,28,6,6,34,20230618,2023,Spring,2,3,3,C,2.0,Completed,Yes
680,680,428,6,6,34,20230618,2023,Spring,2,3,3,B-,2.7,Completed,Yes
681,681,80,6,6,34,20230618,2023,Spring,2,3,3,A,4.0,Completed,Yes
682,682,308,6,6,34,20230618,2023,Spring,2,3,3,A,4.0,Completed,Yes
683,683,205,6,6,34,20230618,2023,Spring,2,3,0,IP,,In Progress,Pending
684,684,67,6,6,34,20230618,2023,Spring,2,3,3,B+,3.3,Completed,Yes
685,685,337,6,6,34,20230618,2023,Spring,2,3,0,IP,,In Progress,Pending
686,686,468,6,6,34,20230618,2023,Spring,2,3,3,A-,3.7,Completed,Yes
687,687,228,6,6,34,20230618,2023,Spring,2,3,3,C+,2.3,Completed,Yes
688,688,63,6,6,34,20230618,2023,Spring,2,3,3,B-,2.7,Completed,Yes
689,689,482,6,6,34,20230618,2023,Spring,2,3,3,B-,2.7,Completed,Yes
690,690,483,6,6,34,20230618,2023,Spring,2,3,3,B,3.0,Completed,Yes
691,691,318,6,6,34,20230618,2023,Spring,2,3,3,B,3.0,Completed,Yes
692,692,172,6,6,34,20230618,2023,Spring,2,3,3,A-,3.7,Completed,Yes
693,693,31,6,6,34,20230618,2023,Spring,2,3,3,B,3.0,Completed,Yes
694,694,276,6,6,34,20230618,2023,Spring,2,3,0,IP,,In Progress,Pending
695,695,79,6,6,34,20230618,2023,Spring,2,3,3,C+,2.3,Completed,Yes
696,696,451,6,6,34,20230618,2023,Spring,2,3,3,A,4.0,Completed,Yes
697,697,450,6,6,34,20230618,2023,Spring,2,3,3,A,4.0,Completed,Yes
698,698,186,6,6,34,20230618,2023,Spring,2,3,3,A-,3.7,Completed,Yes
699,699,435,6,6,34,20230618,2023,Spring,2,3,3,B+,3.3,Completed,Yes
700,700,182,6,6,34,20230618,2023,Spring,2,3,3,B+,3.3,Completed,Yes
701,701,447,6,6,34,20230618,2023,Spring,2,3,3,A,4.0,Completed,Yes
702,702,266,6,6,34,20230618,2023,Spring,2,3,3,B-,2.7,Completed,Yes
703,703,23,6,6,34,20230618,2023,Spring,2,3,3,C,2.0,Completed,Yes
704,704,430,11,6,35,20230618,2023,Spring,2,3,3,B-,2.7,Completed,Yes
705,705,334,11,6,35,20230618,2023,Spring,2,3,3,B+,3.3,Completed,Yes
706,706,331,11,6,35,20230618,2023,Spring,2,3,3,A-,3.7,Completed,Yes
707,707,124,11,6,35,20230618,2023,Spring,2,3,3,C+,2.3,Completed,Yes
708,708,273,11,6,35,20230618,2023,Spring,2,3,3,C,2.0,Completed,Yes
709,709,275,11,6,35,20230618,2023,Spring,2,3,3,B-,2.7,Completed,Yes
710,710,274,11,6,35,20230618,2023,Spring,2,3,3,B-,2.7,Completed,Yes
711,711,221,11,6,35,20230618,2023,Spring,2,3,3,C+,2.3,Completed,Yes
712,712,63,11,6,35,20230618,2023,Spring,2,3,3,B-,2.7,Completed,Yes
713,713,162,11,6,35,20230618,2023,Spring,2,3,3,A-,3.7,Completed,Yes
714,714,43,11,6,35,20230618,2023,Spring,2,3,3,B+,3.3,Completed,Yes
715,715,194,11,6,35,20230618,2023,Spring,2,3,0,W,,Withdrawn,No
716,716,258,11,6,35,20230618,2023,Spring,2,3,3,B-,2.7,Completed,Yes
717,717,305,11,6,35,20230618,2023,Spring,2,3,3,C+,2.3,Completed,Yes
718,718,228,11,6,35,20230618,2023,Spring,2,3,3,C+,2.3,Completed,Yes
719,719,46,11,6,35,20230618,2023,Spring,2,3,3,A,4.0,Completed,Yes
720,720,265,11,6,35,20230618,2023,Spring,2,3,3,B+,3.3,Completed,Yes
721,721,23,11,6,35,20230618,2023,Spring,2,3,3,C,2.0,Completed,Yes
722,722,349,11,6,35,20230618,2023,Spring,2,3,0,W,,Withdrawn,No
723,723,450,11,4,36,20230618,2023,Spring,2,3,3,B-,2.7,Completed,Yes
724,724,334,11,4,36,20230618,2023,Spring,2,3,3,C+,2.3,Completed,Yes
725,725,201,11,4,36,20230618,2023,Spring,2,3,3,B,3.0,Completed,Yes
726,726,221,11,4,36,20230618,2023,Spring,2,3,3,A-,3.7,Completed,Yes
727,727,97,11,4,36,20230618,2023,Spring,2,3,3,B+,3.3,Completed,Yes
728,728,453,11,4,36,20230618,2023,Spring,2,3,3,B+,3.3,Completed,Yes
729,729,435,11,4,36,20230618,2023,Spring,2,3,3,B+,3.3,Completed,Yes
730,730,447,11,4,36,20230618,2023,Spring,2,3,0,W,,Withdrawn,No
731,731,389,11,4,36,20230618,2023,Spring,2,3,0,W,,Withdrawn,No
732,732,9,11,4,36,20230618,2023,Spring,2,3,3,A,4.0,Completed,Yes
733,733,67,11,4,36,20230618,2023,Spring,2,3,3,C+,2.3,Completed,Yes
734,734,258,11,4,36,20230618,2023,Spring,2,3,3,B-,2.7,Completed,Yes
735,735,205,11,4,36,20230618,2023,Spring,2,3,0,IP,,In Progress,Pending
736,736,104,11,4,36,20230618,2023,Spring,2,3,3,B,3.0,Completed,Yes
737,737,242,11,4,36,20230618,2023,Spring,2,3,0,W,,Withdrawn,No
738,738,482,11,4,36,20230618,2023,Spring,2,3,3,B,3.0,Completed,Yes
739,739,116,11,4,36,20230618,2023,Spring,2,3,3,A,4.0,Completed,Yes
740,740,428,11,4,36,20230618,2023,Spring,2,3,3,A-,3.7,Completed,Yes
741,741,13,11,4,36,20230618,2023,Spring,2,3,3,B-,2.7,Completed,Yes
742,742,434,11,4,36,20230618,2023,Spring,2,3,3,A,4.0,Completed,Yes
743,743,166,11,4,36,20230618,2023,Spring,2,3,3,C+,2.3,Completed,Yes
744,744,382,11,4,36,20230618,2023,Spring,2,3,3,B,3.0,Completed,Yes
745,745,342,31,9,37,20230618,2023,Spring,2,4,4,A,4.0,Completed,Yes
746,746,242,31,9,37,20230618,2023,Spring,2,4,4,A-,3.7,Completed,Yes
747,747,434,31,9,37,20230618,2023,Spring,2,4,4,A,4.0,Completed,Yes
748,748,59,31,9,37,20230618,2023,Spring,2,4,4,A-,3.7,Completed,Yes
749,749,346,31,9,37,20230618,2023,Spring,2,4,4,A,4.0,Completed,Yes
750,750,250,31,9,37,20230618,2023,Spring,2,4,4,A-,3.7,Completed,Yes
751,751,324,31,9,37,20230618,2023,Spring,2,4,0,IP,,In Progress,Pending
752,752,67,31,9,37,20230618,2023,Spring,2,4,4,A-,3.7,Completed,Yes
753,753,54,31,9,37,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
754,754,43,31,9,37,20230618,2023,Spring,2,4,4,C+,2.3,Completed,Yes
755,755,28,31,9,37,20230618,2023,Spring,2,4,0,IP,,In Progress,Pending
756,756,212,31,9,37,20230618,2023,Spring,2,4,4,A,4.0,Completed,Yes
757,757,194,31,9,37,20230618,2023,Spring,2,4,0,W,,Withdrawn,No
758,758,487,31,9,37,20230618,2023,Spring,2,4,4,B+,3.3,Completed,Yes
759,759,463,31,9,37,20230618,2023,Spring,2,4,4,C+,2.3,Completed,Yes
760,760,384,31,9,37,20230618,2023,Spring,2,4,0,W,,Withdrawn,No
761,761,46,31,9,37,20230618,2023,Spring,2,4,0,W,,Withdrawn,No
762,762,438,31,9,37,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
763,763,384,31,22,38,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
764,764,258,31,22,38,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
765,765,334,31,22,38,20230618,2023,Spring,2,4,4,C+,2.3,Completed,Yes
766,766,197,31,22,38,20230618,2023,Spring,2,4,0,W,,Withdrawn,No
767,767,468,31,22,38,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
768,768,324,31,22,38,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
769,769,317,31,22,38,20230618,2023,Spring,2,4,4,B-,2.7,Completed,Yes
770,770,339,31,22,38,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
771,771,182,31,22,38,20230618,2023,Spring,2,4,4,B-,2.7,Completed,Yes
772,772,236,31,22,38,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
773,773,80,31,22,38,20230618,2023,Spring,2,4,4,B-,2.7,Completed,Yes
774,774,61,31,22,38,20230618,2023,Spring,2,4,4,B+,3.3,Completed,Yes
775,775,251,31,22,38,20230618,2023,Spring,2,4,4,A-,3.7,Completed,Yes
776,776,483,31,22,38,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
777,777,439,31,22,38,20230618,2023,Spring,2,4,4,C+,2.3,Completed,Yes
778,778,496,31,22,38,20230618,2023,Spring,2,4,4,A,4.0,Completed,Yes
779,779,31,31,22,38,20230618,2023,Spring,2,4,4,B+,3.3,Completed,Yes
780,780,273,31,22,38,20230618,2023,Spring,2,4,4,B-,2.7,Completed,Yes
781,781,116,31,22,38,20230618,2023,Spring,2,4,0,IP,,In Progress,Pending
782,782,5,31,22,38,20230618,2023,Spring,2,4,4,A-,3.7,Completed,Yes
783,783,196,13,22,39,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
784,784,396,13,22,39,20230618,2023,Spring,2,4,4,B+,3.3,Completed,Yes
785,785,205,13,22,39,20230618,2023,Spring,2,4,4,B+,3.3,Completed,Yes
786,786,277,13,22,39,20230618,2023,Spring,2,4,4,C+,2.3,Completed,Yes
787,787,384,13,22,39,20230618,2023,Spring,2,4,0,W,,Withdrawn,No
788,788,265,13,22,39,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
789,789,273,13,22,39,20230618,2023,Spring,2,4,4,C+,2.3,Completed,Yes
790,790,264,13,22,39,20230618,2023,Spring,2,4,0,IP,,In Progress,Pending
791,791,162,13,22,39,20230618,2023,Spring,2,4,4,C+,2.3,Completed,Yes
792,792,324,13,22,39,20230618,2023,Spring,2,4,0,W,,Withdrawn,No
793,793,227,13,22,39,20230618,2023,Spring,2,4,4,A-,3.7,Completed,Yes
794,794,349,13,22,39,20230618,2023,Spring,2,4,0,W,,Withdrawn,No
795,795,439,13,22,39,20230618,2023,Spring,2,4,4,B-,2.7,Completed,Yes
796,796,356,13,22,39,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
797,797,28,13,22,39,20230618,2023,Spring,2,4,4,B-,2.7,Completed,Yes
798,798,114,13,22,39,20230618,2023,Spring,2,4,4,C+,2.3,Completed,Yes
799,799,116,13,22,39,20230618,2023,Spring,2,4,4,A,4.0,Completed,Yes
800,800,264,25,6,40,20230618,2023,Spring,2,3,0,W,,Withdrawn,No
801,801,121,25,6,40,20230618,2023,Spring,2,3,3,B+,3.3,Completed,Yes
802,802,276,25,6,40,20230618,2023,Spring,2,3,0,IP,,In Progress,Pending
803,803,331,25,6,40,20230618,2023,Spring,2,3,3,C,2.0,Completed,Yes
804,804,438,25,6,40,20230618,2023,Spring,2,3,3,B-,2.7,Completed,Yes
805,805,305,25,6,40,20230618,2023,Spring,2,3,3,A,4.0,Completed,Yes
806,806,430,25,6,40,20230618,2023,Spring,2,3,3,C,2.0,Completed,Yes
807,807,258,25,6,40,20230618,2023,Spring,2,3,3,A-,3.7,Completed,Yes
808,808,403,25,6,40,20230618,2023,Spring,2,3,3,C+,2.3,Completed,Yes
809,809,449,25,6,40,20230618,2023,Spring,2,3,3,A-,3.7,Completed,Yes
810,810,199,25,6,40,20230618,2023,Spring,2,3,3,B+,3.3,Completed,Yes
811,811,439,25,6,40,20230618,2023,Spring,2,3,0,IP,,In Progress,Pending
812,812,54,25,6,40,20230618,2023,Spring,2,3,3,C,2.0,Completed,Yes
813,813,194,25,6,40,20230618,2023,Spring,2,3,0,W,,Withdrawn,No
814,814,463,25,6,40,20230618,2023,Spring,2,3,0,W,,Withdrawn,No
815,815,104,25,6,40,20230618,2023,Spring,2,3,3,C,2.0,Completed,Yes
816,816,238,25,6,40,20230618,2023,Spring,2,3,0,W,,Withdrawn,No
817,817,435,25,6,40,20230618,2023,Spring,2,3,3,C,2.0,Completed,Yes
818,818,80,32,9,41,20230618,2023,Spring,2,4,0,IP,,In Progress,Pending
819,819,337,32,9,41,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
820,820,318,32,9,41,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
821,821,186,32,9,41,20230618,2023,Spring,2,4,4,A-,3.7,Completed,Yes
822,822,331,32,9,41,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
823,823,110,32,9,41,20230618,2023,Spring,2,4,0,W,,Withdrawn,No
824,824,274,32,9,41,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
825,825,396,32,9,41,20230618,2023,Spring,2,4,4,A-,3.7,Completed,Yes
826,826,382,32,9,41,20230618,2023,Spring,2,4,0,W,,Withdrawn,No
827,827,251,32,9,41,20230618,2023,Spring,2,4,4,B-,2.7,Completed,Yes
828,828,166,32,9,41,20230618,2023,Spring,2,4,4,A,4.0,Completed,Yes
829,829,482,32,9,41,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
830,830,5,32,9,41,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
831,831,78,32,9,41,20230618,2023,Spring,2,4,4,B+,3.3,Completed,Yes
832,832,250,32,9,41,20230618,2023,Spring,2,4,0,IP,,In Progress,Pending
833,833,46,32,9,41,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
834,834,227,32,9,41,20230618,2023,Spring,2,4,4,B+,3.3,Completed,Yes
835,835,494,32,9,41,20230618,2023,Spring,2,4,4,A-,3.7,Completed,Yes
836,836,129,32,9,41,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
837,837,277,32,9,41,20230618,2023,Spring,2,4,4,B-,2.7,Completed,Yes
838,838,197,32,9,41,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
839,839,317,32,9,41,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
840,840,266,32,9,41,20230618,2023,Spring,2,4,4,A-,3.7,Completed,Yes
841,841,453,32,9,41,20230618,2023,Spring,2,4,4,A,4.0,Completed,Yes
842,842,258,32,9,41,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
843,843,236,32,9,42,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
844,844,23,32,9,42,20230618,2023,Spring,2,4,0,W,,Withdrawn,No
845,845,9,32,9,42,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
846,846,199,32,9,42,20230618,2023,Spring,2,4,4,A-,3.7,Completed,Yes
847,847,450,32,9,42,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
848,848,104,32,9,42,20230618,2023,Spring,2,4,0,IP,,In Progress,Pending
849,849,382,32,9,42,20230618,2023,Spring,2,4,4,C+,2.3,Completed,Yes
850,850,378,32,9,42,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
851,851,46,32,9,42,20230618,2023,Spring,2,4,4,A-,3.7,Completed,Yes
852,852,116,32,9,42,20230618,2023,Spring,2,4,4,C+,2.3,Completed,Yes
853,853,483,32,9,42,20230618,2023,Spring,2,4,4,C+,2.3,Completed,Yes
854,854,59,32,9,42,20230618,2023,Spring,2,4,0,IP,,In Progress,Pending
855,855,274,14,9,43,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
856,856,331,14,9,43,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
857,857,391,14,9,43,20230618,2023,Spring,2,4,4,B+,3.3,Completed,Yes
858,858,9,14,9,43,20230618,2023,Spring,2,4,0,W,,Withdrawn,No
859,859,121,14,9,43,20230618,2023,Spring,2,4,4,A,4.0,Completed,Yes
860,860,13,14,9,43,20230618,2023,Spring,2,4,4,C+,2.3,Completed,Yes
861,861,339,14,9,43,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
862,862,434,14,9,43,20230618,2023,Spring,2,4,0,W,,Withdrawn,No
863,863,489,14,9,43,20230618,2023,Spring,2,4,4,A,4.0,Completed,Yes
864,864,67,14,9,43,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
865,865,186,14,9,43,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
866,866,124,14,9,43,20230618,2023,Spring,2,4,0,W,,Withdrawn,No
867,867,418,14,9,43,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
868,868,238,14,9,43,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
869,869,430,14,9,43,20230618,2023,Spring,2,4,4,B-,2.7,Completed,Yes
870,870,129,14,9,43,20230618,2023,Spring,2,4,4,B-,2.7,Completed,Yes
871,871,342,14,9,43,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
872,872,54,14,9,43,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
873,873,43,14,9,43,20230618,2023,Spring,2,4,4,A,4.0,Completed,Yes
874,874,150,2,16,44,20230618,2023,Spring,2,4,4,C+,2.3,Completed,Yes
875,875,212,2,16,44,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
876,876,258,2,16,44,20230618,2023,Spring,2,4,4,A-,3.7,Completed,Yes
877,877,186,2,16,44,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
878,878,251,2,16,44,20230618,2023,Spring,2,4,4,B-,2.7,Completed,Yes
879,879,168,2,16,44,20230618,2023,Spring,2,4,4,C+,2.3,Completed,Yes
880,880,308,2,16,44,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
881,881,337,2,16,44,20230618,2023,Spring,2,4,4,A,4.0,Completed,Yes
882,882,265,2,16,44,20230618,2023,Spring,2,4,4,B+,3.3,Completed,Yes
883,883,48,2,16,44,20230618,2023,Spring,2,4,4,B+,3.3,Completed,Yes
884,884,197,2,16,44,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
885,885,76,2,16,44,20230618,2023,Spring,2,4,0,W,,Withdrawn,No
886,886,396,2,16,44,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
887,887,264,2,16,44,20230618,2023,Spring,2,4,0,W,,Withdrawn,No
888,888,110,2,16,44,20230618,2023,Spring,2,4,4,A-,3.7,Completed,Yes
889,889,79,2,16,44,20230618,2023,Spring,2,4,4,B+,3.3,Completed,Yes
890,890,104,2,16,44,20230618,2023,Spring,2,4,4,B-,2.7,Completed,Yes
891,891,277,29,4,45,20230618,2023,Spring,2,3,3,B+,3.3,Completed,Yes
892,892,236,29,4,45,20230618,2023,Spring,2,3,0,IP,,In Progress,Pending
893,893,356,29,4,45,20230618,2023,Spring,2,3,3,A-,3.7,Completed,Yes
894,894,168,29,4,45,20230618,2023,Spring,2,3,3,B-,2.7,Completed,Yes
895,895,405,29,4,45,20230618,2023,Spring,2,3,3,B,3.0,Completed,Yes
896,896,241,29,4,45,20230618,2023,Spring,2,3,3,A,4.0,Completed,Yes
897,897,87,29,4,45,20230618,2023,Spring,2,3,3,A,4.0,Completed,Yes
898,898,97,29,4,45,20230618,2023,Spring,2,3,3,C,2.0,Completed,Yes
899,899,205,29,4,45,20230618,2023,Spring,2,3,3,C+,2.3,Completed,Yes
900,900,103,29,4,45,20230618,2023,Spring,2,3,3,C+,2.3,Completed,Yes
901,901,391,29,4,45,20230618,2023,Spring,2,3,3,C,2.0,Completed,Yes
902,902,76,29,4,45,20230618,2023,Spring,2,3,3,A-,3.7,Completed,Yes
903,903,110,29,4,45,20230618,2023,Spring,2,3,3,B+,3.3,Completed,Yes
904,904,266,29,4,45,20230618,2023,Spring,2,3,3,B-,2.7,Completed,Yes
905,905,274,29,4,45,20230618,2023,Spring,2,3,0,IP,,In Progress,Pending
906,906,63,29,4,45,20230618,2023,Spring,2,3,3,C+,2.3,Completed,Yes
907,907,250,29,4,45,20230618,2023,Spring,2,3,3,C+,2.3,Completed,Yes
908,908,317,29,4,45,20230618,2023,Spring,2,3,3,C,2.0,Completed,Yes
909,909,405,28,1,46,20230618,2023,Spring,2,3,3,B-,2.7,Completed,Yes
910,910,221,28,1,46,20230618,2023,Spring,2,3,3,A-,3.7,Completed,Yes
911,911,172,28,1,46,20230618,2023,Spring,2,3,3,B,3.0,Completed,Yes
912,912,337,28,1,46,20230618,2023,Spring,2,3,3,A-,3.7,Completed,Yes
913,913,104,28,1,46,20230618,2023,Spring,2,3,3,B+,3.3,Completed,Yes
914,914,396,28,1,46,20230618,2023,Spring,2,3,3,B,3.0,Completed,Yes
915,915,78,28,1,46,20230618,2023,Spring,2,3,3,B+,3.3,Completed,Yes
916,916,482,28,1,46,20230618,2023,Spring,2,3,3,B,3.0,Completed,Yes
917,917,276,28,1,46,20230618,2023,Spring,2,3,3,C,2.0,Completed,Yes
918,918,483,28,1,46,20230618,2023,Spring,2,3,3,B-,2.7,Completed,Yes
919,919,318,28,1,46,20230618,2023,Spring,2,3,3,A-,3.7,Completed,Yes
920,920,438,28,1,46,20230618,2023,Spring,2,3,3,A-,3.7,Completed,Yes
921,921,468,28,1,46,20230618,2023,Spring,2,3,3,C,2.0,Completed,Yes
922,922,274,28,1,46,20230618,2023,Spring,2,3,0,W,,Withdrawn,No
923,923,28,28,1,46,20230618,2023,Spring,2,3,3,C+,2.3,Completed,Yes
924,924,116,22,23,47,20230618,2023,Spring,2,4,0,IP,,In Progress,Pending
925,925,61,22,23,47,20230618,2023,Spring,2,4,4,A,4.0,Completed,Yes
926,926,223,22,23,47,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
927,927,9,22,23,47,20230618,2023,Spring,2,4,0,IP,,In Progress,Pending
928,928,288,22,23,47,20230618,2023,Spring,2,4,4,A,4.0,Completed,Yes
929,929,468,22,23,47,20230618,2023,Spring,2,4,4,C+,2.3,Completed,Yes
930,930,251,22,23,47,20230618,2023,Spring,2,4,4,B-,2.7,Completed,Yes
931,931,194,22,23,47,20230618,2023,Spring,2,4,0,W,,Withdrawn,No
932,932,78,22,23,47,20230618,2023,Spring,2,4,4,A,4.0,Completed,Yes
933,933,449,22,23,47,20230618,2023,Spring,2,4,4,B+,3.3,Completed,Yes
934,934,172,22,23,47,20230618,2023,Spring,2,4,4,B+,3.3,Completed,Yes
935,935,496,22,23,47,20230618,2023,Spring,2,4,4,A,4.0,Completed,Yes
936,936,273,22,23,47,20230618,2023,Spring,2,4,4,A-,3.7,Completed,Yes
937,937,382,22,23,47,20230618,2023,Spring,2,4,4,B+,3.3,Completed,Yes
938,938,477,22,23,47,20230618,2023,Spring,2,4,4,B+,3.3,Completed,Yes
939,939,463,22,23,47,20230618,2023,Spring,2,4,4,C+,2.3,Completed,Yes
940,940,334,22,23,47,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
941,941,168,22,23,47,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
942,942,439,22,23,47,20230618,2023,Spring,2,4,4,B+,3.3,Completed,Yes
943,943,428,22,23,47,20230618,2023,Spring,2,4,0,IP,,In Progress,Pending
944,944,378,22,23,47,20230618,2023,Spring,2,4,4,C+,2.3,Completed,Yes
945,945,389,22,23,47,20230618,2023,Spring,2,4,4,A-,3.7,Completed,Yes
946,946,28,22,23,47,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
947,947,438,22,23,47,20230618,2023,Spring,2,4,0,IP,,In Progress,Pending
948,948,482,22,23,47,20230618,2023,Spring,2,4,4,B+,3.3,Completed,Yes
949,949,186,22,23,47,20230618,2023,Spring,2,4,4,B-,2.7,Completed,Yes
950,950,274,22,23,47,20230618,2023,Spring,2,4,0,W,,Withdrawn,No
951,951,384,22,23,47,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
952,952,288,21,22,48,20230618,2023,Spring,2,4,4,B-,2.7,Completed,Yes
953,953,396,21,22,48,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
954,954,449,21,22,48,20230618,2023,Spring,2,4,0,W,,Withdrawn,No
955,955,439,21,22,48,20230618,2023,Spring,2,4,4,B+,3.3,Completed,Yes
956,956,356,21,22,48,20230618,2023,Spring,2,4,4,C+,2.3,Completed,Yes
957,957,67,21,22,48,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
958,958,430,21,22,48,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
959,959,477,21,22,48,20230618,2023,Spring,2,4,4,C+,2.3,Completed,Yes
960,960,114,21,22,48,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
961,961,377,21,22,48,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
962,962,482,21,22,48,20230618,2023,Spring,2,4,4,B-,2.7,Completed,Yes
