SOP Type,SOP Number,Item Number,Item Description,QTY,Unit Cost,Unit Price,Customer Number,Customer Class,Document Status,Item Class Code,Posting Status,Salesperson ID,Void Status
Order,ORD1003,HDWR-ACC-0100,Acclaimed Call Center System 100,1,35000,70009.95,OFFICEDE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Unposted,ERIN J.,Normal
Order,ORD1004,SOFT-PHM-0001,Phone Mail System,1,34550,69109.95,VISIONIN0001,USA-INMI-T2,Posted,RETAIL,Unposted,GREG E.,Normal
Order,ORD1005,HDWR-PNL-0001,Control Panel,1,303.85,609.95,COMMUNIC0002,CAN-ABBCYKNWTT7,Posted,RETAIL,Unposted,ERIN J.,Normal
Order,ORD1005,ACCS-CRD-12WH,Phone Cord - 12' White,5,3.29,9.95,COMMUNIC0002,CAN-ABBCYKNWTT7,Posted,RETAIL,Unposted,ERIN J.,Normal
Order,ORD1006,HDWR-CIM-0001,Control interface/Memory,1,3290.55,6589.95,KENSINGT0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORD1007,ACCS-RST-DXBK,Shoulder Rest-Deluxe Black,3,4.55,9.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Unposted,GREG E.,Normal
Order,ORD1008,ACCS-CRD-12WH,Phone Cord - 12' White,1,3.29,9.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Invoice,STDINV2249,SOFT-PHM-0001,Phone Mail System,1,34550,69109.95,CONTOSOL0001,USA-IAKSNE-T3,Posted,RETAIL,Posted,NANCY B.,Normal
Invoice,STDINV2250,ACCS-RST-DXWH,Shoulder Rest - Deluxe White,3,4.55,9.95,ADAMPARK0001,USA-INMI-T2,Posted,RETAIL,Posted,GREG E.,Normal
Invoice,STDINV2251,PHON-GTE-3458,Memory-Grand M3458,4,75,9.95,BAKERSEM0001,USA-INMI-T2,Posted,RETAIL,Posted,GREG E.,Normal
Invoice,STDINV2252,FAXX-SLK-2100,Sleek UX-2100 fax,3,899,1759.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2252,ACCS-RST-DXWH,Shoulder Rest - Deluxe White,5,4.55,9.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2253,ACCS-HDS-2EAR,Headset - Dual Ear,10,41.98,89.95,AMERICAN0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2254,FAXX-SLK-2100,Sleek UX-2100 fax,2,899,1759.95,BAKERSEM0001,USA-INMI-T2,Posted,RETAIL,Posted,GREG E.,Normal
Invoice,STDINV2201,ANSW-PAN-1450,Panache KX-T1450 answer,3,50.25,109.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Posted,ERIN J.,Normal
Invoice,STDINV2202,ACCS-RST-DXWH,Shoulder Rest - Deluxe White,12,4.55,9.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2203,ACCS-RST-DXBK,Shoulder Rest-Deluxe Black,36,4.55,9.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2204,ACCS-CRD-12WH,Phone Cord - 12' White,4,3.29,9.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2205,PHON-PAN-3155,Panache KX-T3155 desk,2,27.98,119.95,CENTRALC0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2206,ANSW-PAN-1450,Panache KX-T1450 answer,10,50.25,109.95,MAGNIFIC0001,CAN-ONMBSK-T6,Posted,RETAIL,Posted,GARY W.,Normal
Invoice,STDINV2207,HDWR-SRG-0001,Surge Protector Panel,4,20.45,39.95,METROPOL0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2208,ACCS-CRD-25BK,Phone Cord - 25' Black,2,5.98,19.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Posted,GREG E.,Normal
Invoice,STDINV2209,HDWR-RNG-0001,Ring Generator,6,669,1339.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2210,ACCS-HDS-1EAR,Headset-Single Ear,3,25.73,79.95,HOLLINGC0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2211,FAXX-CAN-9800,Cantata FaxPhone 9800,9,1631.33,2399.95,BREAKTHR0001,CAN-PQMT-T5,Posted,RETAIL,Posted,FRANCINE B.,Normal
Invoice,STDINV2212,ACCS-HDS-1EAR,Headset-Single Ear,10,25.73,79.95,HOLLINGC0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2213,FAXX-CAN-9800,Cantata FaxPhone 9800,12,1197,2399.95,MAHLERST0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2214,FAXX-CAN-9800,Cantata FaxPhone 9800,2,1197,2399.95,LAWRENCE0001,USA-IAKSNE-T3,Posted,RETAIL,Posted,NANCY B.,Normal
Invoice,STDINV2215,100XLG,Green Phone,1,55.5,59.95,BLUEYOND0001,USA-IAKSNE-T3,Posted,,Posted,NANCY B.,Normal
Invoice,STDINV2216,100XLG,Green Phone,8,55.5,59.95,ASTORSUI0001,USA-INMI-T2,Posted,,Posted,GREG E.,Normal
Invoice,STDINV2217,HDWR-RNG-0001,Ring Generator,1,669,1339.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2218,REPR-TWO-0002,On-site Repair,12,0,34.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,,Posted,ERIN J.,Normal
Invoice,STDINV2219,PHON-ATT-53WH,Cordless-Attractive 5352-White,1,92.59,189.95,AARONFIT0001,USA-ILMO-T1,Posted,ATT CORD,Posted,PAUL W.,Normal
Invoice,STDINV2220,ACCS-RST-DXWH,Shoulder Rest - Deluxe White,4,4.55,9.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2221,PHON-PAN-2315,Panache KX-T231 wall,6,27.98,59.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2222,PHON-ATT-53BL,Cordless-Attractive 5352-Blue,3,93.55,189.95,AARONFIT0001,USA-ILMO-T1,Posted,ATT CORD,Posted,PAUL W.,Normal
Invoice,STDINV2223,HDWR-PNL-0001,Control Panel,2,303.85,609.95,BREAKTHR0001,CAN-PQMT-T5,Posted,RETAIL,Posted,FRANCINE B.,Normal
Invoice,STDINV2224,ANSW-PAN-1450,Panache KX-T1450 answer,1,50.25,109.95,HOLLINGC0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2225,ACCS-HDS-2EAR,Headset - Dual Ear,1,41.98,89.95,ADAMPARK0001,USA-INMI-T2,Posted,RETAIL,Posted,GREG E.,Normal
Invoice,STDINV2226,ACCS-CRD-25BK,Phone Cord - 25' Black,1,5.98,19.95,BAKERSEM0001,USA-INMI-T2,Posted,RETAIL,Posted,GREG E.,Normal
Invoice,STDINV2226,FAXX-SLK-2100,Sleek UX-2100 fax,3,879.05,1759.95,BAKERSEM0001,USA-INMI-T2,Posted,RETAIL,Posted,GREG E.,Normal
Invoice,STDINV2227,ACCS-HDS-1EAR,Headset-Single Ear,2,25.71,79.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2228,ACCS-CRD-12WH,Phone Cord - 12' White,1,3.29,9.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2228,ANSW-PAN-1450,Panache KX-T1450 answer,1,50.25,109.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2229,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1197,2399.95,ADAMPARK0001,USA-INMI-T2,Posted,RETAIL,Posted,GREG E.,Normal
Invoice,STDINV2234,PHON-ATT-53RD,Cordless-Attractive 5352-Red,5,91.99,189.95,LEISURET0001,AUSTRALIA-T8,Posted,ATT CORD,Posted,IAN M.,Normal
Invoice,STDINV2237,HDWR-ACC-0100,Acclaimed Call Center System 100,1,35000,70009.95,OFFICEDE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Posted,ERIN J.,Normal
Invoice,STDINV2240,HDWR-SRG-0001,Surge Protector Panel,1,20.45,39.95,ASSOCIAT0001,USA-IAKSNE-T3,Posted,RETAIL,Posted,NANCY B.,Normal
Invoice,STDINV2240,HDWR-PNL-0001,Control Panel,1,303.85,609.95,ASSOCIAT0001,USA-IAKSNE-T3,Posted,RETAIL,Posted,NANCY B.,Normal
Invoice,STDINV2241,PHON-ATT-5354,Cordless-Attractive 5354,2,115.85,239.95,LAWRENCE0001,USA-IAKSNE-T3,Posted,ATT CORD,Posted,NANCY B.,Normal
Invoice,STDINV2245,HDWR-CIM-0001,Control interface/Memory,1,3290.55,6589.95,METROPOL0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2246,ACCS-CRD-12WH,Phone Cord - 12' White,3,3.29,9.95,COMMUNIC0002,CAN-ABBCYKNWTT7,Posted,RETAIL,Posted,ERIN J.,Normal
Invoice,STDINV2247,ACCS-RST-DXWH,Shoulder Rest - Deluxe White,4,4.55,9.95,COMMUNIC0001,CAN-ONMBSK-T6,Posted,RETAIL,Posted,GARY W.,Normal
Invoice,STDINV2248,SOFT-PHM-0001,Phone Mail System,1,34550,69109.95,VISIONIN0001,USA-INMI-T2,Posted,RETAIL,Posted,GREG E.,Normal
Invoice,STDINV2162,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1197,2399.95,BLUEYOND0001,USA-IAKSNE-T3,Posted,RETAIL,Posted,NANCY B.,Normal
Invoice,STDINV2163,ACCS-CRD-12WH,Phone Cord - 12' White,1,3.29,9.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Posted,GREG E.,Normal
Invoice,STDINV2164,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1197,2399.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2165,ACCS-HDS-1EAR,Headset-Single Ear,2,38.59,79.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Posted,ERIN J.,Normal
Invoice,STDINV2166,ACCS-HDS-1EAR,Headset-Single Ear,4,38.59,79.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2166,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1197,2399.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2167,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1197,2399.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2168,FAXX-CAN-9800,Cantata FaxPhone 9800,1,2500,2399.95,CENTRALC0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2169,100XLG,Green Phone,4,55.5,59.95,MAGNIFIC0001,CAN-ONMBSK-T6,Posted,,Posted,GARY W.,Normal
Invoice,STDINV2170,100XLG,Green Phone,1,55.5,59.95,METROPOL0001,USA-MNWI-T4,Posted,,Posted,SANDRA M.,Normal
Invoice,STDINV2171,HDWR-RNG-0001,Ring Generator,1,669,1339.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Posted,GREG E.,Normal
Invoice,STDINV2172,REPR-TWO-0002,On-site Repair,5.5,0,34.95,PLAZAONE0001,USA-MNWI-T4,Posted,,Posted,SANDRA M.,Normal
Invoice,STDINV2173,PHON-ATT-53WH,Cordless-Attractive 5352-White,1,92.59,189.95,HOLLINGC0001,USA-ILMO-T1,Posted,ATT CORD,Posted,PAUL W.,Normal
Invoice,STDINV2174,ACCS-RST-DXWH,Shoulder Rest - Deluxe White,2,4.55,9.95,BREAKTHR0001,CAN-PQMT-T5,Posted,RETAIL,Posted,FRANCINE B.,Normal
Invoice,STDINV2175,PHON-PAN-2315,Panache KX-T231 wall,4,27.98,59.95,HOLLINGC0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2176,PHON-ATT-53BL,Cordless-Attractive 5352-Blue,2,93.55,189.95,AARONFIT0001,USA-ILMO-T1,Posted,ATT CORD,Posted,PAUL W.,Normal
Invoice,STDINV2177,HDWR-PNL-0001,Control Panel,1,303.85,609.95,CONTOSOL0001,USA-IAKSNE-T3,Posted,RETAIL,Posted,NANCY B.,Normal
Invoice,STDINV2178,ANSW-PAN-1450,Panache KX-T1450 answer,1,50.25,109.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Posted,ERIN J.,Normal
Invoice,STDINV2179,PHON-ATT-53WH,Cordless-Attractive 5352-White,3,92.59,189.95,PLAZAONE0001,USA-MNWI-T4,Posted,ATT CORD,Posted,SANDRA M.,Normal
Invoice,STDINV2180,PHON-ATT-53RD,Cordless-Attractive 5352-Red,6,92.59,189.95,CENTRALC0001,USA-ILMO-T1,Posted,ATT CORD,Posted,PAUL W.,Normal
Invoice,STDINV2181,PHON-ATT-53BK,Cordless-Attractive 5352-Black,4,92.01,189.95,MAGNIFIC0001,CAN-ONMBSK-T6,Posted,ATT CORD,Posted,GARY W.,Normal
Invoice,STDINV2182,FAXX-RIC-060E,Richelieu Fax 60E,2,479.05,959.95,METROPOL0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2183,PHON-PAN-3155,Panache KX-T3155 desk,3,59.5,119.95,MAHLERST0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2184,HDWR-CAB-0001,Central Cabinet,2,6883.59,13849.95,LAWRENCE0001,USA-IAKSNE-T3,Posted,RETAIL,Posted,NANCY B.,Normal
Invoice,STDINV2185,ANSW-PAN-1450,Panache KX-T1450 answer,1,50.25,109.95,BLUEYOND0001,USA-IAKSNE-T3,Posted,RETAIL,Posted,NANCY B.,Normal
Invoice,STDINV2186,ACCS-RST-DXWH,Shoulder Rest - Deluxe White,5,4.55,9.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Posted,GREG E.,Normal
Invoice,STDINV2187,ACCS-RST-DXBK,Shoulder Rest-Deluxe Black,3,4.55,9.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2188,ACCS-CRD-12WH,Phone Cord - 12' White,2,3.29,9.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Posted,ERIN J.,Normal
Invoice,STDINV2189,PHON-PAN-3155,Panache KX-T3155 desk,2,59.5,119.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2190,ANSW-PAN-1450,Panache KX-T1450 answer,2,50.25,109.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2191,HDWR-SRG-0001,Surge Protector Panel,4,20.45,39.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2192,ACCS-CRD-25BK,Phone Cord - 25' Black,1,5.98,19.95,CENTRALC0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2193,HDWR-RNG-0001,Ring Generator,2,669,1339.95,MAGNIFIC0001,CAN-ONMBSK-T6,Posted,RETAIL,Posted,GARY W.,Normal
Invoice,STDINV2194,PHON-ATT-53BK,Cordless-Attractive 5352-Black,3,92.25,189.95,METROPOL0001,USA-MNWI-T4,Posted,ATT CORD,Posted,SANDRA M.,Normal
Invoice,STDINV2195,HDWR-CAB-0001,Central Cabinet,3,6896.35,13849.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Posted,GREG E.,Normal
Invoice,STDINV2196,PHON-ATT-53RD,Cordless-Attractive 5352-Red,4,92.59,189.95,MAHLERST0001,USA-MNWI-T4,Posted,ATT CORD,Posted,SANDRA M.,Normal
Invoice,STDINV2197,PHON-ATT-53BK,Cordless-Attractive 5352-Black,3,90.25,189.95,LAWRENCE0001,USA-IAKSNE-T3,Posted,ATT CORD,Posted,NANCY B.,Normal
Invoice,STDINV2198,FAXX-RIC-060E,Richelieu Fax 60E,2,479.05,959.95,BLUEYOND0001,USA-IAKSNE-T3,Posted,RETAIL,Posted,NANCY B.,Normal
Invoice,STDINV2199,PHON-PAN-3155,Panache KX-T3155 desk,1,27.98,119.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Posted,GREG E.,Normal
Invoice,STDINV2200,HDWR-CAB-0001,Central Cabinet,4,6921.88,13849.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2120,PHON-ATT-53WH,Cordless-Attractive 5352-White,6,92.59,189.95,AARONFIT0001,USA-ILMO-T1,Posted,ATT CORD,Posted,PAUL W.,Normal
Invoice,STDINV2121,PHON-PAN-2315,Panache KX-T231 wall,4,27.98,59.95,ADVANCED0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2122,PHON-ATT-53WH,Cordless-Attractive 5352-White,2,92.59,189.95,RIVERSID0001,CAN-ABBCYKNWTT7,Posted,ATT CORD,Posted,ERIN J.,Normal
Invoice,STDINV2123,FAXX-RIC-060E,Richelieu Fax 60E,1,479.05,959.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2124,PHON-ATT-0712,Attractive 712 wall phone,5,35.89,79.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2126,ANSW-PAN-2460,Panache KX-T2460 answer,2,75.15,159.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2127,PHON-PAN-3155,Panache KX-T3155 desk,3,27.98,119.95,LONDONBE0001,NEWZEALAND-T8,Posted,RETAIL,Posted,IAN M.,Normal
Invoice,STDINV2128,ACCS-CRD-25BK,Phone Cord - 25' Black,2,5.98,19.95,MIDLANDC0001,USA-INMI-T2,Posted,RETAIL,Posted,GREG E.,Normal
Invoice,STDINV2129,PHON-ATT-53BL,Cordless-Attractive 5352-Blue,2,93.55,189.95,AARONFIT0001,USA-ILMO-T1,Posted,ATT CORD,Posted,PAUL W.,Normal
Invoice,STDINV2130,ACCS-CRD-12WH,Phone Cord - 12' White,5,3.29,9.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2131,ACCS-RST-DXWH,Shoulder Rest - Deluxe White,5,4.55,9.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2132,PHON-ATT-53WH,Cordless-Attractive 5352-White,1,92.59,189.95,CONTOSOL0001,USA-IAKSNE-T3,Posted,ATT CORD,Posted,NANCY B.,Normal
Invoice,STDINV2133,HDWR-PNL-0001,Control Panel,1,303.85,609.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Posted,ERIN J.,Normal
Invoice,STDINV2134,PHON-ATT-53BL,Cordless-Attractive 5352-Blue,5,93.55,189.95,PLAZAONE0001,USA-MNWI-T4,Posted,ATT CORD,Posted,SANDRA M.,Normal
Invoice,STDINV2135,ACCS-CRD-12WH,Phone Cord - 12' White,3,3.29,9.95,CENTRALC0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2136,PHON-BUS-1250,"Handset,multi-line",2,165.85,359.95,MAGNIFIC0001,CAN-ONMBSK-T6,Posted,RETAIL,Posted,GARY W.,Normal
Invoice,STDINV2137,ACCS-CRD-12WH,Phone Cord - 12' White,3,3.29,9.95,METROPOL0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2138,HDWR-PRO-4862,Pro processor 4S,2,2998.15,5999.95,MAHLERST0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2139,HDWR-PRO-4866,Pro processor 4D,1,3379.25,6929.95,LAWRENCE0001,USA-IAKSNE-T3,Posted,RETAIL,Posted,NANCY B.,Normal
Invoice,STDINV2140,FAXX-SLK-0172,Sleek UX-172 fax,1,674.5,1349.95,BLUEYOND0001,USA-IAKSNE-T3,Posted,RETAIL,Posted,NANCY B.,Normal
Invoice,STDINV2141,ACCS-RST-DXBK,Shoulder Rest-Deluxe Black,3,4.55,9.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Posted,GREG E.,Normal
Invoice,STDINV2142,PHON-ATT-53BL,Cordless-Attractive 5352-Blue,4,93.55,189.95,PLAZAONE0001,USA-MNWI-T4,Posted,ATT CORD,Posted,SANDRA M.,Normal
Invoice,STDINV2143,FAXX-CAN-9800,Cantata FaxPhone 9800,10,1400,2809.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Posted,ERIN J.,Normal
Invoice,STDINV2144,ANSW-ATT-1000,Attractive Answering System 1000,1,59.29,119.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2145,ANSW-PAN-1450,Panache KX-T1450 answer,1,50.25,109.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2146,ANSW-ATT-1000,Attractive Answering System 1000,2,59.29,119.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2147,ACCS-CRD-12WH,Phone Cord - 12' White,5,3.29,9.95,METROPOL0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2148,ACCS-CRD-12WH,Phone Cord - 12' White,2,3.29,9.95,MAHLERST0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2149,ACCS-CRD-12WH,Phone Cord - 12' White,1,3.29,9.95,LAWRENCE0001,USA-IAKSNE-T3,Posted,RETAIL,Posted,NANCY B.,Normal
Invoice,STDINV2150,ACCS-CRD-12WH,Phone Cord - 12' White,2,3.29,9.95,BLUEYOND0001,USA-IAKSNE-T3,Posted,RETAIL,Posted,NANCY B.,Normal
Invoice,STDINV2151,ACCS-CRD-12WH,Phone Cord - 12' White,1,3.29,9.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Posted,GREG E.,Normal
Invoice,STDINV2153,ACCS-CRD-12WH,Phone Cord - 12' White,1,3.29,9.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2154,ANSW-ATT-1000,Attractive Answering System 1000,1,59.29,119.95,CONTOSOL0001,USA-IAKSNE-T3,Posted,RETAIL,Posted,NANCY B.,Normal
Invoice,STDINV2155,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1400,2809.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Posted,ERIN J.,Normal
Invoice,STDINV2156,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1400,2809.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2157,FAXX-CAN-9800,Cantata FaxPhone 9800,2,1400,2809.95,CENTRALC0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2158,FAXX-CAN-9800,Cantata FaxPhone 9800,2,1400,2809.95,MAGNIFIC0001,CAN-ONMBSK-T6,Posted,RETAIL,Posted,GARY W.,Normal
Invoice,STDINV2159,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1197,2399.95,METROPOL0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2160,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1197,2399.95,MAHLERST0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2161,FAXX-CAN-9800,Cantata FaxPhone 9800,2,1197,2399.95,LAWRENCE0001,USA-IAKSNE-T3,Posted,RETAIL,Posted,NANCY B.,Normal
Invoice,STDINV2080,ACCS-RST-DXBK,Shoulder Rest-Deluxe Black,3,4.55,9.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2081,ACCS-CRD-12WH,Phone Cord - 12' White,2,3.29,9.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Posted,ERIN J.,Normal
Invoice,STDINV2082,PHON-PAN-3155,Panache KX-T3155 desk,2,27.98,119.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2083,ANSW-PAN-1450,Panache KX-T1450 answer,2,50.25,109.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2084,HDWR-SRG-0001,Surge Protector Panel,4,20.45,39.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2085,ACCS-CRD-25BK,Phone Cord - 25' Black,1,5.98,19.95,CENTRALC0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2086,HDWR-RNG-0001,Ring Generator,2,698.12,1339.95,MAGNIFIC0001,CAN-ONMBSK-T6,Posted,RETAIL,Posted,GARY W.,Normal
Invoice,STDINV2087,PHON-ATT-53BK,Cordless-Attractive 5352-Black,3,91.59,189.95,METROPOL0001,USA-MNWI-T4,Posted,ATT CORD,Posted,SANDRA M.,Normal
Invoice,STDINV2088,HDWR-CAB-0001,Central Cabinet,3,6921.88,13849.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Posted,GREG E.,Normal
Invoice,STDINV2089,PHON-ATT-53RD,Cordless-Attractive 5352-Red,4,91.59,189.95,MAHLERST0001,USA-MNWI-T4,Posted,ATT CORD,Posted,SANDRA M.,Normal
Invoice,STDINV2090,PHON-ATT-53BK,Cordless-Attractive 5352-Black,3,91.59,189.95,LAWRENCE0001,USA-IAKSNE-T3,Posted,ATT CORD,Posted,NANCY B.,Normal
Invoice,STDINV2091,FAXX-RIC-060E,Richelieu Fax 60E,2,479.05,959.95,BLUEYOND0001,USA-IAKSNE-T3,Posted,RETAIL,Posted,NANCY B.,Normal
Invoice,STDINV2092,PHON-PAN-3155,Panache KX-T3155 desk,1,27.98,119.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Posted,GREG E.,Normal
Invoice,STDINV2093,HDWR-CAB-0001,Central Cabinet,4,6921.88,13849.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2094,ANSW-PAN-1450,Panache KX-T1450 answer,3,50.25,109.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Posted,ERIN J.,Normal
